Gene	Log2.Fold.Change	p.value	FDR
ABHD3	-0.194148282340188	0.656043511828142	0.704007049992926
ABHD4	0.648274728785441	0.123067846731194	0.160210653130073
ABHD5	-0.26602959509802	0.37454953364847	0.433001730833173
ABHD6	0.678422248851501	0.000630417426566407	0.00120023397901695
ABHD8	2.25025226795187	2.03437829913097e-23	2.81379578521898e-22
ABI1	0.796662644640938	1.16037387758132e-06	3.18220950278026e-06
ABI2	-0.330246388519972	0.119531716688703	0.156063200877211
ABI3BP	-1.75134089389611	2.27449396869238e-05	5.267015913211e-05
ABITRAM	0.723457393370784	6.12502361255853e-06	1.52804123014494e-05
ABL1	-0.870321034019548	0.00022383821109923	0.000453270788167426
ABL2	-1.15381640308637	2.98394677029992e-07	8.77703814861323e-07
ABLIM1	0.471616069771428	0.208202042383471	0.257141964696717
ABLIM2	3.30852390350486	1.41503416809989e-21	1.7114832262175e-20
ABLIM3	0.258931977104946	0.159839949254924	0.203002999320914
ABR	1.22370722410238	2.3534033379003e-09	8.81058850051412e-09
ABRACL	-1.48969405464261	8.37485859850495e-12	4.05932983054659e-11
ABRAXAS1	-1.15326224737735	4.09371599057926e-07	1.18314531872031e-06
ABRAXAS2	-0.143831048687263	0.345217181673296	0.402847545880622
ABT1	0.315750885562077	0.0619237202005508	0.085939878351324
ABTB1	2.15359109855664	2.94226182313701e-16	2.20244900776555e-15
ABTB2	-0.403104866235464	0.302088891297077	0.358593822516966
ACAA1	0.953619505489145	1.4509527444833e-08	5.00376931954822e-08
ACAA2	0.861192578374892	0.0657570515111531	0.0908003829329954
ACACA	-0.660076271877406	0.00776253659228432	0.0125859888352444
ACACB	1.79845013542222	6.13557199501217e-06	1.53004038947144e-05
ACAD10	-0.624254485450613	0.00443382181864535	0.00748063170064869
ACAD11	0.122589881467121	0.62448238235048	0.675551416501127
ACAD8	0.0700415099992699	0.607250484415947	0.659487641327064
ACAD9	0.419764300442669	0.00812707499721901	0.0131307601926516
ACADL	-1.04531292790174	0.0331934180803736	0.0484282936183883
ACADM	0.344750927917007	0.199835061753338	0.247838578935693
ACADS	2.0851829620092	1.38668626600166e-07	4.26442660193739e-07
ACADSB	1.00200197905435	2.84715334558047e-10	1.17478028668916e-09
ACADVL	0.989393277498248	2.45684664923704e-05	5.6644516116605e-05
ACAP1	0.221270250469093	0.490048287033878	0.548515586585801
ACAP2	-0.524188807730782	0.0453530713918339	0.0644222330956819
ACAP3	0.175122950226228	0.419018205762133	0.478513623301675
ACAT1	-0.132465304937804	0.578681598737855	0.632627997393576
ACAT2	-1.23208282937911	1.50962037076982e-06	4.08253109940785e-06
ACBD3	-0.50364880971724	1.69762421667777e-06	4.548688712857e-06
ACBD4	1.90304175640888	1.76339614799286e-11	8.26356525480718e-11
ACBD5	0.605830113079582	0.00252346763520608	0.00441746237147542
ACBD6	-0.983075923269355	8.31944248827805e-05	0.000178694456820071
ACBD7	2.60379631876769	1.96551439336527e-06	5.23696473269597e-06
ACCS	0.2983622520894	0.29590686475883	0.35198797893401
ACD	-0.287683971604506	0.122850810554993	0.159986535024128
ACE	0.631194813742712	0.0222126013170152	0.0333352657104438
ACER2	-0.679778533647737	0.039792013565103	0.0572010194998356
ACER3	0.600993704951013	0.0541836575453726	0.0760640831459946
ACHE	1.89015004279346	6.24945810364438e-07	1.77277247976863e-06
ACIN1	-1.33794481385529	1.57791183144138e-15	1.09547335522659e-14
ACKR1	-0.116959258464597	0.691044192456605	0.737100021275427
ACKR3	0.652319246971813	0.202697893735485	0.251017973483979
ACLY	-1.21452590791498	3.93112960000883e-09	1.43480696432367e-08
ACO1	0.287619084885871	0.241779118969503	0.294278784269811
ACO2	1.85120804173933	1.585087963142e-26	2.81837336089837e-25
ACOT1	2.42269007942264	6.2833555286523e-06	1.56425715500317e-05
ACOT11	3.61194514851375	1.7146428036539e-14	1.07998261396222e-13
ACOT13	1.26625126192637	3.35554683946638e-12	1.68664426967891e-11
ACOT2	0.845602077801267	0.00362407130231915	0.00620027075837685
ACOT4	3.32240564763643	6.21152854123064e-12	3.04589373953917e-11
ACOT7	1.01885484172831	0.0016149819793985	0.00290338414349756
ACOT8	0.890337492852326	1.08316894024224e-07	3.36660616561777e-07
ACOT9	-0.0364221781946013	0.825636964264322	0.854706577888147
ACOX1	-0.205752886274241	0.32775651471899	0.384865604404875
ACOX2	2.64232014154346	3.94921379321138e-07	1.1430036267748e-06
ACOX3	-0.17595211238664	0.145796441282879	0.186797596827839
ACP1	0.335901271730184	0.00757518198909476	0.0123063785517011
ACP2	0.852264125570775	3.2119995160597e-10	1.31883423838213e-09
ACP6	0.525924930384915	0.199726243144726	0.247746714269642
ACSBG1	4.03198437608509	5.80597831300996e-14	3.44828199681475e-13
ACSF2	2.00676741128497	2.21034431710568e-05	5.12512357104503e-05
ACSF3	0.503621550417975	0.0152489183896105	0.023513146219274
ACSL1	0.517103202029015	0.132873583249833	0.171830715257334
ACSL3	0.651117958581412	0.0102220739465942	0.0162414233402153
ACSL4	-0.124093997458791	0.723978070728874	0.766390032821805
ACSL5	1.58022042949517	5.38548280602935e-06	1.35182159503571e-05
ACSL6	2.57017205371736	7.82676488348774e-13	4.19269974600057e-12
ACSM5	5.48509386365118	3.94707365099665e-13	2.16815370813607e-12
ACSS1	2.63317827990381	3.80197797992428e-08	1.24950924161605e-07
ACSS2	0.85199712235686	5.59459285439099e-06	1.40159687462431e-05
ACSS3	2.52291034840161	8.40383157070675e-07	2.35069906234363e-06
ACTA2	3.32738494876534	NA	NA
ACTB	-0.250562380347769	0.0308621284090699	0.0452726323263827
ACTC1	2.16976449436451	0.00010928451448868	0.000231319159360039
ACTG1	-1.23897313983991	9.50748784039034e-30	2.08579656313794e-28
ACTG1P20	-2.15380481058548	1.64807058128385e-14	1.03988878270388e-13
ACTG2	2.83971355607982	NA	NA
ACTL6A	-1.69449646599109	7.48981104231479e-05	0.000161947999186367
ACTL6B	-0.913108947491603	0.000987838662588377	0.00183013892796028
ACTN1	1.88690206756797	1.07928516598835e-11	5.1508053771733e-11
ACTN2	-0.553360210361798	0.490660429773899	0.548985306282919
ACTN4	1.33752695789013	1.5852552921329e-13	9.04953581497802e-13
ACTR10	-0.00369255737085234	0.987230825266624	0.989520740022637
ACTR1A	-0.106469179627083	0.454834087395029	0.51385293190724
ACTR1B	1.5019413026501	8.15947772999285e-18	6.95898040847477e-17
ACTR2	0.477578632194713	0.0169980995940729	0.0260189888591111
ACTR3	-0.787868584590164	3.03768131943962e-09	1.12483343586624e-08
ACTR3B	-0.00481031403428171	0.988490657501239	0.990644231918453
ACTR5	-0.87164853812204	9.9606977903935e-07	2.75804952409731e-06
ACTR6	0.0560883651058417	0.796122981773767	0.82878622573324
ACTR8	-1.02155237720532	3.2895559672465e-13	1.81959146985784e-12
ACVR1	-1.0908407311209	2.49287949438721e-06	6.5527118138178e-06
ACVR1B	-0.643128086759452	0.00415277035078348	0.00704143938194678
ACVR1C	0.684770209155097	0.225684501148502	0.276577946577659
ACVR2A	-2.15673834667978	1.54249526772026e-32	4.17381072441952e-31
ACVR2B	-2.43059037105873	1.01491573879702e-45	5.95584297746726e-44
ACVR2B-AS1	-1.78618900292953	4.41924414215229e-08	1.4400918982425e-07
ACVRL1	0.926326645121208	0.00757573560765341	0.0123063785517011
ACYP1	-0.671650152002468	8.64073036377402e-07	2.41317694844139e-06
ACYP2	2.75121934439223	1.48434604425638e-34	4.6316793415965e-33
ADA	1.67831992303512	2.28835169438344e-05	5.29824568305047e-05
ADA2	0.387968680898299	0.411916061523578	0.471195494731769
ADAL	-0.0260813191500526	0.890896585382524	0.910890177640696
ADAM10	-0.627423859759772	7.74890817188524e-05	0.000167170091575013
ADAM11	1.84243769818916	5.01096300483966e-10	2.01228759360782e-09
ADAM12	-1.67648638315106	3.09536576039174e-05	7.03649222751254e-05
ADAM15	0.802760781917497	0.000252570552762591	0.000508564823834305
ADAM17	-0.665567164995374	0.000486841932936929	0.000941976385845402
ADAM19	-0.88279289052578	0.00318689203055013	0.00550182570891584
ADAM1A	-1.44118008709335	8.79609298898329e-21	9.86878725593248e-20
ADAM22	0.931652102897286	0.0194157647056385	0.029460396329262
ADAM23	0.984111213500564	0.00374498450749072	0.00639332923223006
ADAM33	1.50194094456235	0.00398218733310405	0.00677637128521046
ADAM8	0.331881189706038	0.265441935536308	0.319696114928019
ADAM9	0.765403019504554	7.69061176229458e-07	2.16009698109751e-06
ADAMTS1	3.81636025711262	2.60859170388073e-11	1.2050054323725e-10
ADAMTS10	-1.29535076079422	4.46946035382159e-07	1.28756575041406e-06
ADAMTS13	0.745114719667457	0.0024627151053727	0.00431959623648397
ADAMTS14	0.411262318990847	0.356787119754575	0.414719948459426
ADAMTS15	-0.966224853465643	0.0246301496572696	0.0366662422082331
ADAMTS16	-0.27156322595083	0.587551176350306	0.641193829858067
ADAMTS17	1.49612960301768	2.08353518754222e-05	4.84843534176763e-05
ADAMTS18	1.75506504274399	0.0354734129354111	0.0514703773360768
ADAMTS2	0.460134164573167	0.279429850602884	0.334705558134996
ADAMTS3	-1.35157294685092	0.00544406047630438	0.0090512186536202
ADAMTS4	4.37435171859049	3.24216228729482e-18	2.86628854413045e-17
ADAMTS5	-1.29321009983061	0.00143536119238651	0.00260310957693394
ADAMTS6	-2.67282722190346	6.09953897791893e-11	2.70542537558706e-10
ADAMTS7	-5.046250053708	2.98922833486036e-59	3.38304730596101e-57
ADAMTS8	3.52495147361667	2.16423683988577e-13	1.22177424136069e-12
ADAMTS9	-1.94340651428526	8.16408700952186e-07	2.28677825094837e-06
ADAMTSL1	-2.97212271396297	1.17194864441267e-10	5.0504646930567e-10
ADAMTSL2	2.69639758405325	4.78917997151233e-27	8.90400344116894e-26
ADAMTSL3	-2.3357613475333	0.000326975048781381	0.000648853909772125
ADAMTSL5	1.79368931605105	0.000393350770087803	0.000770492030419241
ADAP1	3.38980303289752	2.11793028678556e-20	2.30371364527552e-19
ADAP2	0.969897911319999	0.0273765366807697	0.0404566682682403
ADAR	0.170715901230139	0.297779280444017	0.354097109667418
ADARB1	0.652048026347574	0.0138067143464754	0.0214423596798888
ADARB2	2.73058925715365	2.46641214202549e-10	1.02719150541132e-09
ADAT1	-0.851475451879236	1.82401127462727e-05	4.28084278739053e-05
ADAT2	-1.29266123922519	1.23557093635272e-12	6.50156514848332e-12
ADCK1	1.05557391575002	4.88796341617458e-07	1.40217980918627e-06
ADCK2	0.710082221731175	0.000261041541207121	0.0005247325031877
ADCK5	-0.0349590825848972	0.858804985676406	0.883335191556949
ADCY1	-0.784768381604181	0.132936335561432	0.171884794588694
ADCY10P1	-0.404166742336923	0.288904185490747	0.344693246745151
ADCY2	1.84395848456694	2.21060975046603e-07	6.61559182405994e-07
ADCY3	0.680782571846813	0.00125727528453385	0.00229708463260125
ADCY4	0.940870118176318	0.000133692851228425	0.000279867888801723
ADCY5	0.865919701414226	1.40361811506332e-05	3.34261762204459e-05
ADCY6	-0.487795069681431	0.00374676928741974	0.00639561049061592
ADCY7	0.377882317585877	0.0826600909419449	0.111866081126709
ADCY8	0.461071510745677	0.322917970184664	0.379872154333716
ADCY9	1.25184135988923	2.52128211555701e-07	7.48095775444089e-07
ADCYAP1	1.52942226648287	5.00675366324906e-05	0.000110949972397718
ADCYAP1R1	0.0488702444444569	0.875153362612348	0.897496364678323
ADD1	0.429664966405209	1.69220979777708e-06	4.53759152243347e-06
ADD2	-1.80057481739403	0.000158348153992119	0.000327965820759276
ADD3	2.02753610527225	6.215194389571e-08	1.98942024680769e-07
ADGRA1	2.95828330254285	3.49652086932087e-23	4.74860834252529e-22
ADGRA2	0.912429326058724	0.00168638541583469	0.003023746514498
ADGRA3	-0.281218066709931	0.469211424513174	0.528261085864351
ADGRB1	1.74319238676902	2.66138621560871e-10	1.10163621000233e-09
ADGRB2	0.815856770338188	0.00857500232711494	0.0137826344888029
ADGRB3	-0.227450427216314	0.179879138766036	0.225719510630384
ADGRD1	0.579886064771411	0.21809060100237	0.268031713375317
ADGRE5	3.51855995230087	4.65296265709713e-27	8.67336568499412e-26
ADGRF5	2.08265066730266	2.02340888313983e-24	3.04044369584552e-23
ADGRG1	0.137790935572118	0.73578564572875	0.776919904338539
ADGRG2	-4.31097082639153	7.89035931301625e-11	3.45566719298562e-10
ADGRG6	-3.30603536558949	5.69204122100815e-19	5.44024851284023e-18
ADGRL1	0.387454289676471	0.108773746050002	0.143118067786771
ADGRL2	-0.773569600909022	0.00480980453254324	0.00806725624959616
ADGRL3	-0.773169337017506	0.0136042344097559	0.0211463246874994
ADGRL4	1.171792662783	NA	NA
ADGRV1	-0.173824351048499	0.720986235026006	0.763838314373763
ADH1B	2.82190936976487	2.71737482961647e-05	6.230867514123e-05
ADH5	-0.389812133450864	0.155513074551119	0.19808990112541
ADHFE1	2.35141471306105	3.06667809972249e-07	9.0036709289773e-07
ADI1	0.714191326882581	0.181912104992636	0.227969647349942
ADIPOR1	1.06364080297603	3.69114627951563e-14	2.25710745908632e-13
ADIPOR2	0.709501809224081	0.00771329654163238	0.0125146898035815
ADIRF	5.86329636708505	NA	NA
ADK	0.254412055845666	0.207721492719567	0.256615133516506
ADM	0.81489956839413	0.206157066322349	0.254990183707729
ADM2	-4.2833374031631	6.74910687144546e-08	2.15258921911904e-07
ADNP	-1.83578412449233	7.84244400055206e-54	7.21504848050789e-52
ADNP2	-0.678843494819651	3.80341455079371e-07	1.10304436636808e-06
ADO	0.322764422335594	0.152596877622147	0.194744979677235
ADORA1	2.84450846197491	3.42984866488794e-19	3.33399059040913e-18
ADORA2B	2.25463598001194	0.000408488555911608	0.000798498534242568
ADORA3	1.26761501198199	0.00882152746177497	0.0141485751439558
ADPGK	-0.0576710766951066	0.598946190929154	0.651783629628338
ADPRHL1	2.38240976670086	1.739059447503e-16	1.32544028441437e-15
ADPRHL2	-0.33428098374831	0.0183136030128406	0.0279068154480773
ADPRM	-1.39334774098392	9.08709196988028e-19	8.508334306664e-18
ADRA1A	2.48812548989017	8.87581583209175e-09	3.13212407239862e-08
ADRA1B	3.45799668592037	1.00726706117287e-15	7.12128323863415e-15
ADRA1D	4.60677263393518	3.25829083772757e-27	6.16223174350068e-26
ADRA2A	-3.11834492169909	6.08369427174265e-16	4.40149570345257e-15
ADRA2C	1.28784576690441	0.00153947534605674	0.00277674151717293
ADRB1	3.69880472432985	2.13324283549616e-12	1.09503393931516e-11
ADRM1	0.651441007111764	0.00159803462046034	0.00287509130554687
ADSL	-0.391031701643313	0.00829084849304441	0.0133620591671353
ADSS	-0.0178533386967848	0.937480987694801	0.950613587749973
ADSSL1	2.51673295824526	1.69469115340358e-10	7.15826298801394e-10
ADTRP	1.00938201369761	0.104164748084935	0.137714565890151
AEBP1	1.44902428575428	0.000653806285084216	0.00124111789474187
AEBP2	-0.286388469832717	0.121995857750424	0.158989300998085
AEN	0.30773130716329	0.264426498400675	0.318715397446846
AFAP1	-2.0708435927775	2.80056134177072e-23	3.82895539152929e-22
AFAP1L1	-0.778542206594952	0.00389552047765028	0.00663443473203069
AFAP1L2	1.80378596298341	2.41555841219998e-11	1.12019066529989e-10
AFDN	-2.85876860014997	8.45258283557763e-29	1.73679872097027e-27
AFDN-DT	-5.43226355143907	5.5268423785532e-69	9.85159653977108e-67
AFF1	0.691287147435718	0.00355827127745337	0.00609647343704014
AFF1-AS1	3.7043678341122	1.48811718884992e-13	8.51546994903686e-13
AFF2	-2.65527026228494	8.36151941849217e-10	3.27299662112815e-09
AFF3	-2.54372807215089	2.74400136705108e-15	1.8695393929359e-14
AFF4	-1.15430429579446	4.59883645963922e-08	1.49519853886127e-07
AFG1L	-0.155443823313946	0.522705773003932	0.579745222294165
AFG3L1P	-0.443607590904683	0.0214418294632475	0.0322717587172578
AFG3L2	0.566015459804585	0.00707082272070529	0.0115405667846237
AFMID	1.47075173718993	7.78518612571511e-06	1.9144120391912e-05
AFTPH	-0.1414779210111	0.434448644696254	0.493959310585917
AGA	1.04807801953797	0.000168818618192203	0.000347984026513562
AGAP1	-0.0894768659449241	0.743354848230362	0.783461946471911
AGAP11	2.00814782508517	4.2521465139044e-07	1.22719306391979e-06
AGAP2	1.6877878334754	1.08823651361801e-06	2.99349010111745e-06
AGAP3	1.10512307856774	7.57721481370489e-07	2.13184594613591e-06
AGAP4	-0.622814238640633	0.00496252589462513	0.00830484910894899
AGAP5	-0.423188892880282	0.0855379708747351	0.115399381709908
AGAP6	-0.228355719180572	0.181023243648673	0.227035308217245
AGBL4	2.87858248583513	4.27314989943699e-13	2.34005827826311e-12
AGBL5	-0.62900799313856	6.3709256939324e-06	1.58412206443725e-05
AGER	-1.06032327158878	0.0115789586520692	0.0182227072484833
AGFG1	-0.0838231949554416	0.729399578557553	0.771261900506504
AGFG2	2.66952738227619	7.04607993450787e-33	1.97400982055171e-31
AGGF1	0.105864022161251	0.524587068939907	0.581455597053648
AGK	0.351520199407623	0.0470644272293006	0.0667202239079259
AGL	-0.499344055602296	0.0640394860775347	0.0886260744823025
AGMAT	2.57149588154434	4.08857712992826e-11	1.84854501816034e-10
AGO1	-1.04222891723712	4.72396185629961e-08	1.53413108792604e-07
AGO2	-0.96102019571828	0.00823347498745508	0.0132785968469927
AGO3	-1.6811385567346	8.24671815048169e-15	5.35999092187187e-14
AGO4	-2.20302609452154	2.51428472464679e-43	1.29904710773418e-41
AGPAT1	0.652645316903471	1.72050436133997e-05	4.05125366458189e-05
AGPAT2	3.3222472557525	7.92646932658803e-16	5.67711966836491e-15
AGPAT3	1.23632439862804	6.66801032320823e-11	2.94201198047492e-10
AGPAT4	-0.538024500068828	0.0855246506070509	0.115392328286171
AGPAT4-IT1	-0.814576937675721	0.060807876071208	0.0845558569259313
AGPAT5	-0.880588234060553	0.000760803899520335	0.00143203057116684
AGPS	-0.579718803729865	0.00925082360898207	0.0147955074769049
AGRN	-0.00634419038008371	0.978139893156689	0.982342057638874
AGT	8.20588963807297	3.04958332425548e-24	4.49711046575833e-23
AGTPBP1	-0.813781197331588	0.00693050934624386	0.0113232198988815
AGTRAP	1.83819975239971	0.0001127625847823	0.000238221401332682
AHCTF1	-0.841172012520886	3.62566761119063e-07	1.05449765726246e-06
AHCY	0.028984606679432	0.87402334985942	0.896530928571093
AHCYL1	2.20998257687532	3.25867508609456e-13	1.80320941900304e-12
AHCYL2	1.24517094885488	2.71161592602943e-06	7.0923776788664e-06
AHDC1	-0.370274558500948	0.195838587634603	0.24347500084302
AHI1	0.989398713419126	0.000891491356784532	0.00166113507745295
AHNAK	1.97830857652473	1.69393025578678e-06	4.54121618443416e-06
AHNAK2	0.683632625682525	0.0851580602657933	0.114930336872062
AHR	0.130029801407392	0.743564085617633	0.783508746095282
AHRR	1.67127780102146	4.86099258537256e-08	1.57473270925941e-07
AHSA1	0.397354819915274	0.000358467765812404	0.000707312901686023
AHSA2P	-0.160233078044333	0.444428332142581	0.503939886796533
AIDA	-0.233526269290855	0.312879574047469	0.369618318773664
AIF1	0.795091533391725	0.0907576627376196	0.121578606917657
AIF1L	1.6063047349382	4.76797081225206e-05	0.000105905395300178
AIFM1	0.309452305744761	0.0337243430608918	0.0491375428679184
AIFM2	1.05104772167838	1.03190745143125e-05	2.50042485257597e-05
AIFM3	5.94539551988939	6.19226150419512e-26	1.05497788589991e-24
AIG1	0.73848274505251	0.00228867451260176	0.00403168604690562
AIM2	-6.23379163173282	4.0906005970586e-23	5.52909616246972e-22
AIMP1	-0.237908063390642	0.314184616850054	0.370870407576784
AIMP2	-0.374621429225886	0.0169875552396024	0.0260056401198851
AIP	0.66597075697894	0.000161340583633496	0.000333485537413197
AJAP1	1.39036111034394	0.0226478057521042	0.0339383890316315
AJM1	3.07877910306998	2.65171226680998e-10	1.0985885219265e-09
AJUBA	-1.64445139258092	0.0122486377094127	0.0191847982502396
AK1	0.583105430150819	0.00323931290620782	0.00558822032924173
AK2	-0.257492837696085	0.155529830184756	0.198093549342141
AK3	0.450019717303622	0.183891141706152	0.23022718882614
AK4	2.17171408175292	9.49138029439175e-08	2.96813778504444e-07
AK5	4.90999263876419	5.18144925624891e-26	8.87004398488709e-25
AK9	-0.586638741676601	0.00431590048181614	0.0072963533930881
AKAIN1	-2.49027889945223	0.000128269022563422	0.000269582352506176
AKAP1	0.659016104251474	9.3446853131859e-06	2.27475610389264e-05
AKAP10	0.130179678472697	0.362500963855349	0.420402061205049
AKAP11	0.546799348827115	0.0847856760809518	0.114449426440209
AKAP12	-0.174864457627583	0.528738681358376	0.585434707366289
AKAP13	-1.27633592374078	2.47348390990512e-10	1.02953533436214e-09
AKAP5	1.34188917558537	0.000274134816346905	0.0005493482969515
AKAP6	0.580177930278762	0.0237290118086812	0.0354208843705427
AKAP7	-2.15065964561115	7.5168901680467e-06	1.85250010786133e-05
AKAP8	-0.586757011859103	0.000361705795279249	0.000713110001476855
AKAP8L	-0.711430937510336	0.000353620471347222	0.000698684533108623
AKAP9	-1.73662073221497	7.51100315952898e-16	5.39038274055779e-15
AKIP1	0.468455880093469	0.00228410856190667	0.00402413986814791
AKIRIN1	0.56434297687096	2.52256479112973e-11	1.16753566768938e-10
AKIRIN2	-0.449824623163028	0.00984937719388736	0.0156929741659032
AKNA	0.0209463382196204	0.956887471247775	0.965292935990459
AKNAD1	-2.77421297983589	8.31214645195486e-06	2.03696869573597e-05
AKR1A1	-0.80046835697599	1.7757116078457e-07	5.3784298062616e-07
AKR1B1	0.367088819819136	0.000973421445367224	0.00180436628245634
AKR1C1	-1.65767770043121	2.56098491527355e-10	1.0637822572619e-09
AKR1C2	-2.22704744902282	1.38578253582624e-10	5.91831655012942e-10
AKR1C3	3.933391209031	NA	NA
AKR7A2	0.679622625541528	0.011055734952708	0.0174551351224111
AKR7A3	1.1216924357692	0.0253832619037327	0.0376968667722588
AKT1	-0.491439972735063	0.0105051945280782	0.0166522981292124
AKT1S1	1.19729987308886	6.38750493656467e-11	2.82611915592343e-10
AKT2	-0.163512665065897	0.433829049926809	0.493333512915175
AKT3	-1.93863679378874	9.89574801682875e-10	3.84714740239853e-09
AKTIP	1.11690448115806	2.85035472778398e-11	1.3103178084526e-10
ALAD	1.20181283586678	5.99855116251183e-15	3.95649119229504e-14
ALAS1	0.0172405081869666	0.923558546077944	0.93896747391155
ALAS2	-1.9639157674662	0.0291637542674881	0.0429312620888181
ALCAM	1.03649372328086	0.0373346409129854	0.0539349589118805
ALDH16A1	0.0125263744066386	0.971918069047054	0.977263549895007
ALDH18A1	-0.889223983069854	1.4938291278877e-06	4.04442820650818e-06
ALDH1A1	6.03175333003709	8.68651871273989e-12	4.19470900249478e-11
ALDH1A2	0.0977140570211305	0.757254796727446	0.795231858114248
ALDH1A3	3.25450963073119	3.97396400966175e-17	3.19800941183841e-16
ALDH1B1	-0.542274961163545	0.0119865229473813	0.0188130200397034
ALDH1L1	6.60097829113316	2.04814758814261e-37	7.58612587192561e-36
ALDH1L1-AS2	4.63266648895647	4.14416313713531e-14	2.51578400747337e-13
