Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Protein folding	1/53	0.16756872462309957	0.3579877298766218	0	0	5.6218891402714934	10.042727529574481	TUBA1C
Pathogenic Escherichia coli infection	1/57	0.17902801322666534	0.36583985311535966	0	0	5.219275210084033	8.978264998659629	TUBA1C
Acute myeloid leukemia	1/57	0.17902801322666534	0.36583985311535966	0	0	5.219275210084033	8.978264998659629	RUNX1T1
Circadian rhythm	1/62	0.19313370497715104	0.3839825799057271	0	0	4.790260366441658	7.876972692398261	CHD9
Collagen biosynthesis and modifying enzymes	1/64	0.1987088630009559	0.3839825799057271	0	0	4.637721755368815	7.494161949645586	COL11A1
Beta-1 integrin cell surface interactions	1/66	0.20424605314134422	0.3839825799057271	0	0	4.494570135746606	7.139309452358317	COL11A1
Semaphorin interactions	1/66	0.20424605314134422	0.3839825799057271	0	0	4.494570135746606	7.139309452358317	CRMP1
PPAR signaling pathway	1/69	0.21248120548043034	0.385237239740999	0	0	4.295631487889273	6.653511083100007	FABP7
Long-term depression	1/70	0.21520754727818772	0.385237239740999	0	0	4.2331628303495314	6.502783158098963	GRID2
Class A GPCRs (rhodopsin-like)	2/253	0.21720823091779728	0.385237239740999	0	0	2.3404887911042396	3.5736895173533445	GPR21;GPR85
Integrins in angiogenesis	1/74	0.2260202056251505	0.38858525301186453	0	0	4.000402900886382	5.949122679490057	COL11A1
BDNF signaling pathway	2/261	0.22736371186864415	0.38858525301186453	0	0	2.267273670258745	3.358295484301734	VCAN;DCX
Transcriptional regulation of white adipocyte differentiation	1/77	0.23403322489408945	0.392149321938209	0	0	3.8419117647058822	5.5795784389362915	CHD9
Neuroactive ligand-receptor interaction	2/272	0.24138395013924832	0.392149321938209	0	0	2.1736871199557766	3.0896059649055205	GRID2;GRIK2
Nuclear beta-catenin signaling and target gene transcription regulation	1/80	0.2419644752384694	0.392149321938209	0	0	3.695457930007446	5.243723097063879	VCAN
SMAD2/3 nuclear pathway	1/82	0.24720695474341325	0.39385514823526857	0	0	3.603848946986202	5.036484927636775	FOXG1
ECM-receptor interaction	1/84	0.2524136997213975	0.3954481295635227	0	0	3.5166548547129697	4.841329055076422	COL11A1
Gap junction pathway	1/90	0.2678219199124673	0.4098996580519408	0	0	3.278585591539987	4.319316842679073	TUBA1C
Neural crest differentiation	1/91	0.27035934892787583	0.4098996580519408	0	0	3.2419934640522876	4.240538094186325	DLL3
Amoebiasis	1/105	0.3049864928333661	0.4543348046519566	0	0	2.803591628959276	3.3292308251456038	COL11A1
TGF-beta regulation of extracellular matrix	3/565	0.3093343350821832	0.4543348046519566	0	0	1.56656421869945	1.8381008622433506	VCAN;CELF2;STC1
Glycosaminoglycan metabolism	1/110	0.316956616363491	0.458161086851241	0	0	2.6743119266055047	3.0727586537046534	VCAN
Lipid metabolism regulation by peroxisome proliferator-activated receptor alpha (PPAR-alpha)	1/112	0.32168757161895645	0.458161086851241	0	0	2.62586115527292	2.9781847075347017	CHD9
Notch signaling pathway	1/121	0.3425803263994981	0.48063508479929584	0	0	2.4278186274509803	2.600798566098406	DLL3
Integration of energy metabolism	1/125	0.351661193452608	0.48611988506684045	0	0	2.349027514231499	2.454938318614713	CACNA1E
Cell adhesion molecules (CAMs)	1/133	0.3694536659747048	0.5033136898785834	0	0	2.205770944741533	2.196352177093708	VCAN
Diabetes pathways	1/137	0.37816856748681427	0.5063838185155053	0	0	2.140462802768166	2.0814186437173	IGF2BP3
p53 signaling pathway	1/139	0.3824813948361795	0.5063838185155053	0	0	2.109228473998295	2.027127320604169	VCAN
Calcium regulation in the cardiac cell	1/149	0.40360725478157927	0.5269316937426174	0	0	1.9657193958664547	1.7835227926646464	CACNA1E
Phagosome	1/154	0.4139014543020864	0.5329689959506319	0	0	1.9009996155324875	1.6769237847153535	TUBA1C
Fatty acid, triacylglycerol, and ketone body metabolism	1/173	0.4514468146851317	0.5734594673027348	0	0	1.6893809849521204	1.3435608286429652	CHD9
Calcium signaling pathway	1/178	0.46092664704691433	0.577694730965466	0	0	1.6412429378531073	1.2711695154253333	CACNA1E
Jak-STAT signaling pathway	1/199	0.4990097394392039	0.6171962566748048	0	0	1.4656120023767083	1.018790380974952	PTPRD
Messenger RNA processing	1/203	0.5059569783872909	0.617661765823446	0	0	1.4362987769365172	0.9785555794816995	CELF2
Wnt signaling pathway	1/231	0.5519992094969327	0.6559104323224938	0	0	1.2596547314578006	0.7484977560593702	SOX11
Focal adhesion	1/233	0.5551211482800392	0.6559104323224938	0	0	1.248668864097363	0.734927664634872	COL11A1
Carbohydrate metabolism	1/235	0.558221644529782	0.6559104323224938	0	0	1.2378707893413776	0.7216776589072722	VCAN
Antigen presentation: folding, assembly, and peptide loading of class I MHC proteins	1/255	0.5880787229439046	0.6824617278608276	0	0	1.139242704955998	0.6048176377940004	RNF182
Cytokine-cytokine receptor interaction	1/265	0.6022524085473941	0.6903869073592078	0	0	1.0955325311942958	0.5555211440729401	TNFRSF19
Oncostatin M	1/311	0.6615010245076606	0.7439199996139121	0	0	0.9307874762808349	0.38464210404613836	GRIK2
MAPK signaling pathway	1/314	0.6650475365695359	0.7439199996139121	0	0	0.9217252396166135	0.3759687363776803	CACNA1E
Pathways in cancer	1/325	0.6777408924073374	0.7439199996139121	0	0	0.8899328249818446	0.34617517309613277	RUNX1T1
Disease	2/674	0.6806076592212388	0.7439199996139121	0	0	0.8554992892679459	0.32916983132609345	MSRA;IGF2BP3
Generic transcription pathway	1/377	0.7316115839030793	0.7904768837573501	0	0	0.7648232165206508	0.23901148382001816	CHD9
Protein metabolism	1/442	0.7866144308055932	0.8402472329059746	0	0	0.6499266373215953	0.15599348938446492	TUBA1C
Lipid and lipoprotein metabolism	1/489	0.8193071965501484	0.8653356907383589	0	0	0.5859148987463838	0.11677060000844539	CHD9
Adaptive immune system	1/606	0.8807688573637832	0.9199141399132847	0	0	0.46976178901312593	0.05964098088598459	RNF182
Interleukin-2 signaling pathway	1/847	0.9497626425335045	0.9789745888279804	0	0	0.3317514949242108	0.017099525548483586	MMP16
Gene expression	1/968	0.9675821708365624	0.9789745888279804	0	0	0.288399537684774	0.009504185592247453	CHD9
Immune system	1/998	0.9709310241933335	0.9789745888279804	0	0	0.2792790135111216	0.008238688744255119	RNF182
Metabolism	2/1615	0.9789745888279804	0.9789745888279804	0	0	0.3389993615308455	0.0072035984739726305	CHD9;CACNA1E
