Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
ECL-cell: CHGA and Histamine Synthesis	4/21	0.003411585504874134	0.13069725903989934	0	0	7.509254772749298	42.656908497040895	CHGA;PCSK2;PCSK1;CCKBR
Insulin Synthesis in beta-Cell	5/34	0.00349753228416632	0.13069725903989934	0	0	5.508137020598611	31.152357442585412	PCSK2;PCSK1;PCSK1N;ABCC8;SCG5
Histamine in Arousal Regulation	3/11	0.003897003032791918	0.13135813411229416	0	0	11.95374177631579	66.31395000069021	HRH1;HRH3;HRH2
ADRA1 -> Prostaglandin Generation	4/22	0.004070252042916157	0.13135813411229416	0	0	7.091707852828116	39.03311712093363	CAMK2A;RASGRF1;ADRA1D;PTGDS
CHRM1/2/3 -> Vascular Motility	4/22	0.004070252042916157	0.13135813411229416	0	0	7.091707852828116	39.03311712093363	PPP1R14A;CHRM1;RASGRF1;MYL9
Proteins with Altered Expression in Endometrial Cancer	4/23	0.004809746669874764	0.14847478850482967	0	0	6.718113240267059	35.85531515777387	WNT10B;FLT1;PGR;FGF2
Astrocyte Dysfunction and GABA Signaling Deficiency	3/12	0.005078988428111755	0.15025340766497275	0	0	10.625	56.128083633914365	SLC32A1;SLC1A2;AQP4
beta-Cell Granules Exocytois	4/24	0.005634326101551177	0.15386044354235906	0	0	6.381878088962109	33.05096631179952	RIMS2;UNC13A;SYT1;ABCC8
G-Proteins Signaling in Insulin Secretion in beta-Cell	4/24	0.005634326101551177	0.15386044354235906	0	0	6.381878088962109	33.05096631179952	ADCYAP1;CCKBR;RASGRF1;CCK
Catecholamines Secretion from Adrenal Gland	6/54	0.00590510967459301	0.1552825136652236	0	0	3.996074380165289	20.50760299064085	CHGA;SYT1;RASGRF1;SCG2;AGT;CHGB
Histamine Effects in Inflammation	3/13	0.006454227522506127	0.16366076932069107	0	0	9.562006578947368	48.22138977738484	HRH1;HRH3;HRH2
ROS and RNS in Vasoconstriction and Vasodilation Regulation	4/26	0.0075548577291111845	0.1787982995889647	0	0	5.801108282162648	28.341688769788114	PPP1R14A;RASGRF1;MYL9;AGT
Glutamate Overdose and Aura Effect Caused by Mutations in PRRT2 Gene	4/26	0.0075548577291111845	0.1787982995889647	0	0	5.801108282162648	28.341688769788114	CAMK2A;SLC1A2;ATP1A2;CACNG2
SNS Related Adrenal Cortex Response	4/27	0.008658382194837002	0.18290050882126058	0	0	5.548599670510709	26.35156151684609	ADCYAP1;ADRA1D;ADRA2C;AGT
Glutamate Overdose and Aura Effect Caused by Mutations in SLC1A3 Gene	4/27	0.008658382194837002	0.18290050882126058	0	0	5.548599670510709	26.35156151684609	CAMK2A;SLC1A2;ATP1A2;CACNG2
Glutamate Overdose and Aura Effect Overiew	4/27	0.008658382194837002	0.18290050882126058	0	0	5.548599670510709	26.35156151684609	CAMK2A;SLC1A2;ATP1A2;CACNG2
Airway Smooth Muscle Cell Contraction	5/42	0.008758615915384309	0.18290050882126058	0	0	4.3154045134243155	20.44516699537914	PPP1R14A;HRH1;CAMK2A;RASGRF1;TAC1
GABA(B)R -> Postsynaptic Inhibition	4/28	0.009862118380932473	0.2000601157274873	0	0	5.317133443163097	24.56012802789106	ACHE;GABBR2;SLC32A1;KCNA1
Proteins Involved in Huntington Disease	8/98	0.010285203434396371	0.2028470677339284	0	0	2.844886677722499	13.021185656116165	ACHE;GRIN2A;HPCA;PPP1R1B;SLC1A2;HAP1;CPLX2;FGF2
NKX2-1 in Thyroid Dysgenesis (Hypothesis)	3/16	0.01180684961074217	0.22060166377965634	0	0	7.354251012145749	32.64607505080764	ADCYAP1;DIO2;AGT
NO Effect on Vasodilation and Vasoconstriction	3/16	0.01180684961074217	0.22060166377965634	0	0	7.354251012145749	32.64607505080764	HRH2;RASGRF1;MYL9
High Fat Diet Activates cAMP Related Exocytosis in Synapse and Endocrine Cell	4/30	0.01258305571848675	0.22304950885464359	0	0	4.907616271701939	21.472804622942416	RIMS2;UNC13A;SYT1;RASGRF1
Proteins Involved in Pulmonary Hypertension	11/165	0.012675545593387441	0.22304950885464359	0	0	2.2898809523809525	10.002384760391326	KCNC1;HLA-DPB1;PDGFA;CCK;TEK;TAC1;FGF2;SOD3;AGT;KCNK3;APLN
HTR4/6/7 -> Vasodilation	2/6	0.012880323750761109	0.22304950885464359	0	0	15.91543513957307	69.26483988826534	HTR6;MYL9
HTR1 -> Vascular Motility	3/17	0.01401662238805201	0.2261773158072029	0	0	6.82859492481203	29.141106279498022	CAMK2A;RASGRF1;MYL9
NMDA Receptors -> Ca2+/CREB Activation/PGE2 Synthesis	3/17	0.01401662238805201	0.2261773158072029	0	0	6.82859492481203	29.141106279498022	GRIN2A;GRIN2C;GRIN1
Vitamin C Related Norepinephrine Synthesis	3/17	0.01401662238805201	0.2261773158072029	0	0	6.82859492481203	29.141106279498022	ADRA1D;ADRA2C;AGT
Diabetes Induced Cataract	3/18	0.016444833920712155	0.2594629351934585	0	0	6.373026315789474	26.17875996345435	PRKCG;GJC2;CRYAB
PTGFR -> Vasoconstriction	2/7	0.017670141162513343	0.2727347875083581	0	0	12.731691297208538	51.383565590016055	PPP1R14A;MYL9
OPRD/OPRM -> Ion Channels	3/19	0.01909345340919067	0.28242399834427867	0	0	5.974403782894737	23.64913822126128	OPRD1;RGS4;KCNJ9
Glutamate Overdose and Aura Effect in Migraine Type 2	3/19	0.01909345340919067	0.28242399834427867	0	0	5.974403782894737	23.64913822126128	CAMK2A;SLC1A2;ATP1A2
Thyrotropin Releasing Hormone (TRH) Hypothalamic Release in non-Autoimmune Hypothyroidism	3/20	0.021963599994812857	0.3092927150997643	0	0	5.622678018575852	21.4694579901357	PCSK2;PCSK1;DIO2
Dopamine Mediated Glutamate Release and Glutamate Uptake Circle	3/20	0.021963599994812857	0.3092927150997643	0	0	5.622678018575852	21.4694579901357	RIMS1;SYT1;SLC1A2
CCKBR -> Neurotransmitter Uptake	2/8	0.023088047746883812	0.3092927150997643	0	0	10.60919540229885	39.980118538246266	CCKBR;CCK
Oxytocin Action in Mammary Gland	2/8	0.023088047746883812	0.3092927150997643	0	0	10.60919540229885	39.980118538246266	PPP1R14A;MYL9
TAM Receptors in Platelet Aggregation	2/8	0.023088047746883812	0.3092927150997643	0	0	10.60919540229885	39.980118538246266	AXL;TYRO3
CD157 -> cADPR/Calcium Signaling	3/21	0.025055608624912615	0.3234451295215992	0	0	5.3100328947368425	19.57627301776913	RYR1;TRPM2;RASGRF1
Glutamate Overdose and Aura Effect in Migraine Type 1	3/21	0.025055608624912615	0.3234451295215992	0	0	5.3100328947368425	19.57627301776913	CAMK2A;SLC1A2;CACNG2
Vascular Endothelial Cell Permeability Activation	4/37	0.025669852978763823	0.3254570645521842	0	0	3.865208926164445	14.156088093464716	HRH1;CAMK2A;RASGRF1;MYL9
Drugs Targets in Autistic Disoreder (Hypothesis)	3/22	0.02836909220112298	0.33314260348679076	0	0	5.030297783933518	17.920209638867387	NPAS4;ACHE;GRIN2C
Potassium Cycling in the Inner Ear (Age-Related)	3/22	0.02836909220112298	0.33314260348679076	0	0	5.030297783933518	17.920209638867387	TMIE;PCDH15;ATP1A2
Prostaglandin E2 Synthesis Activation via Glutamate in Familial Hemiplegic Migraine	2/9	0.029091325938283136	0.33314260348679076	0	0	9.093126905934788	32.165256265051106	PRKCG;CAMK2A
Adrenoceptors Physiological Effects	2/9	0.029091325938283136	0.33314260348679076	0	0	9.093126905934788	32.165256265051106	ADRA1D;ADRA2C
HRH1/3 -> Synaptic Transmission	2/9	0.029091325938283136	0.33314260348679076	0	0	9.093126905934788	32.165256265051106	HRH1;HRH3
Cold Stress and Adrenoceptor alpha 2C Signaling in Raynaud Disease	2/9	0.029091325938283136	0.33314260348679076	0	0	9.093126905934788	32.165256265051106	PPP1R14A;ADRA2C
L-cell: GCG, PYY and 5-HT Release	3/23	0.03190300023689973	0.34847892566459704	0	0	4.778536184210527	16.46232103636597	PCSK2;PCSK1;FFAR4
Telogen Maintenance in Androgenic Alopecia	3/23	0.03190300023689973	0.34847892566459704	0	0	4.778536184210527	16.46232103636597	WNT10B;PDGFA;CD34
Aqueous Humor Production	3/23	0.03190300023689973	0.34847892566459704	0	0	4.778536184210527	16.46232103636597	CA7;AQP4;ATP1A2
Proteins Involved in Neuroblastoma	12/216	0.03405943136621468	0.36600221272515354	0	0	1.8840223902582736	6.367333066416665	OPRD1;ALK;SPON1;EXTL1;FAM107A;CEND1;KIF1A;TAC1;S100B;RUNX3;FGF2;AGT
DRD1/3 -> Potassium Uptake	2/10	0.035639274610217556	0.36600221272515354	0	0	7.956075533661741	26.527998581789173	ABCC8;KCNJ9
Vasodilation Activation	2/10	0.035639274610217556	0.36600221272515354	0	0	7.956075533661741	26.527998581789173	HRH2;MYL9
Proteins Involved in Fragile X Syndrome	3/24	0.03565567413802297	0.36600221272515354	0	0	4.5507518796992485	15.171510421922674	KCNT1;AGAP2;SHANK1
Proliferative Diabetic Retinopathy	5/60	0.03608472519825458	0.36600221272515354	0	0	2.9003900390039004	9.634763985836303	FLT1;RASGRF1;PLAT;MYL9;AGT
ADRA2C/ADRB2 -> Vasoconstriction	3/25	0.039624899313332934	0.38539285633515596	0	0	4.34367523923445	14.022676296904496	RASGRF1;ADRA2C;MYL9
Proteins Involved in Sleep Disorders	3/25	0.039624899313332934	0.38539285633515596	0	0	4.34367523923445	14.022676296904496	ACHE;PTGDS;TAC1
Axonal Transport	3/25	0.039624899313332934	0.38539285633515596	0	0	4.34367523923445	14.022676296904496	KIF5A;KIF1A;HAP1
OPRL1 -> Ion Channels	2/11	0.04269312608638467	0.4041615936177749	0	0	7.071702244116037	22.30215008456845	KCNJ9;CACNG2
Glioblastoma, Proneural Subtype	2/11	0.04269312608638467	0.4041615936177749	0	0	7.071702244116037	22.30215008456845	OLIG2;NKX2-2
ADRA2C/ADRB2 -> Synaptic Endocytosis	3/26	0.04380795424570564	0.4051515464241224	0	0	4.154605263157895	12.99535546462681	SYT1;RASGRF1;ADRA2C
HIF1A as Master Regulator of Angiogenesis in Cancer	4/44	0.04472815019358971	0.4051515464241224	0	0	3.187644151565074	9.904495593598472	ARNT2;FLT1;TEK;FGF2
Ras-GRF Regulation Signaling	4/44	0.04472815019358971	0.4051515464241224	0	0	3.187644151565074	9.904495593598472	LGALS3;RASGEF1A;RASGRF1;STMN3
Myeloblast -> Neutrophil Surface Expression Markers	5/64	0.04569407636779889	0.4051515464241224	0	0	2.703194048218381	8.341479996721022	LGALS3;HRH1;FLT3;HRH2;CD34
Proteins Involved in Alzheimer's Disease	8/130	0.046170241949898196	0.4051515464241224	0	0	2.0952070249843677	6.4436411740591035	ACHE;GRIN2A;CHRM1;PLAT;GRIN2C;S100B;MT3;KLK6
Proteins Involved in Presbycusis	4/45	0.04795266849053351	0.4051515464241224	0	0	3.1097360067505124	9.445950083805217	PRKCG;PCDH15;AQP4;GRIN1
Aldosterone Synthesis Acute Regulation	3/27	0.048201656688850375	0.4051515464241224	0	0	3.9812911184210527	12.072715450057654	STAR;RASGRF1;AGT
FGFR -> RUNX2 Signaling	3/27	0.048201656688850375	0.4051515464241224	0	0	3.9812911184210527	12.072715450057654	RASGRF1;FGF1;FGF2
CNR1/2 -> Vascular Motility	2/12	0.05021596631735601	0.4051515464241224	0	0	6.364203612479475	19.038020281770244	CAMK2A;MYL9
eNOS (NOS3) Activation via Prostaglandin E2 and Histamine	2/12	0.05021596631735601	0.4051515464241224	0	0	6.364203612479475	19.038020281770244	HRH1;CAMK2A
Ghrelin Influence on Insulin Secretion (Hypothesis)	2/12	0.05021596631735601	0.4051515464241224	0	0	6.364203612479475	19.038020281770244	PTPRN2;RASGRF1
MBP/MOG/PLP in Immune System Activation	2/12	0.05021596631735601	0.4051515464241224	0	0	6.364203612479475	19.038020281770244	MOG;PLP1
nNOS (NOS1) and iNOS (NOS2) Activation via Glutamate	2/12	0.05021596631735601	0.4051515464241224	0	0	6.364203612479475	19.038020281770244	CAMK2A;GRIA4
I-cell: CCK-8 Secretion and Regulation of Eating Behavior	3/28	0.052802407114910584	0.41197482474270897	0	0	3.821842105263158	11.240796267280919	PCSK1;FFAR4;CCK
Proteins with Altered Expression in Ovarian Cancer	3/28	0.052802407114910584	0.41197482474270897	0	0	3.821842105263158	11.240796267280919	FLT1;PDGFA;LPAR3
Postsynaptic Neuron Activation	3/28	0.052802407114910584	0.41197482474270897	0	0	3.821842105263158	11.240796267280919	PRKCG;CAMK2A;GRIA4
Vascular Endothelial Cell Vasodilation in Brain	3/29	0.05760622955390546	0.43938922631010086	0	0	3.6746584008097165	10.487932810288655	CAMK2A;AGT;PTGES
Dopamine Mediated Glutamate Release/Uptake Circle in Neuron in Migraine	2/13	0.05817265813119645	0.43938922631010086	0	0	5.785341095685923	16.455476086562257	RIMS1;SYT1
FGFR1 -> STAT Signaling	2/13	0.05817265813119645	0.43938922631010086	0	0	5.785341095685923	16.455476086562257	FGF1;FGF2
Vascular Reactivity in Raynaud Disease	3/30	0.06260880998717876	0.4679184746410202	0	0	3.5383771929824563	9.804309883952255	PPP1R14A;ADRA2C;AGT
Proteins Involved in Sleep Initiation and Maintenance Disorders	2/14	0.06652976738998352	0.477132675221094	0	0	5.302955665024631	14.371570913157099	HRH1;TAC1
PTGER2/3 -> Vascular Motility	2/14	0.06652976738998352	0.477132675221094	0	0	5.302955665024631	14.371570913157099	PPP1R14A;MYL9
Glutamate Mediated Neurotoxicity	2/14	0.06652976738998352	0.477132675221094	0	0	5.302955665024631	14.371570913157099	CAMK2A;GRIA4
FGFR3 -> STAT Signaling	2/14	0.06652976738998352	0.477132675221094	0	0	5.302955665024631	14.371570913157099	FGF1;FGF2
Aldosterone Synthesis Chronic Regulation	3/31	0.06780553234419077	0.48141927964375447	0	0	3.411830357142857	9.181615873881018	STAR;AGT;KCNK3
Nociception Expression Targets Signaling	8/143	0.07233221183135717	0.5075920522000049	0	0	1.892168785701124	4.969754293327267	GRIN2A;CHRM1;HRH2;RASGRF1;TAC1;GRIN2C;HTR5A;GRIN1
A-cell (X-like): Ghrelin and Nesfatin-1 Synthesis	2/15	0.07525549200997454	0.5075920522000049	0	0	4.894783377541998	12.662150627696438	PCSK1;NKX2-2
ADORA1/2A -> Exocytosis	2/15	0.07525549200997454	0.5075920522000049	0	0	4.894783377541998	12.662150627696438	RIMS1;SYT1
Histidine-Rich Glycoprotein (HRG)	2/15	0.07525549200997454	0.5075920522000049	0	0	4.894783377541998	12.662150627696438	THBS2;FGF2
NO Synthesis in Early Vasospasm	2/15	0.07525549200997454	0.5075920522000049	0	0	4.894783377541998	12.662150627696438	HRH1;HRH2
TAM Receptor Signaling Activation in Cancer	5/74	0.0757813486383106	0.5075920522000049	0	0	2.31023102310231	5.960172124602403	FLT3;AXL;RASGRF1;TYRO3;PGR
Proteins Involved in Multiple Sclerosis	4/54	0.08251062943031251	0.5475004382759054	0	0	2.5487973640856674	6.358811418585248	MOG;PLP1;CRYAB;KLK6
Proteins Involved in Vascular Dementia	2/16	0.08431959373989317	0.5492377206910473	0	0	4.544921416842599	11.240231553564808	ACHE;KLK6
Testicular Dysgenesis Causes Male Infertility	2/16	0.08431959373989317	0.5492377206910473	0	0	4.544921416842599	11.240231553564808	STAR;PTGDS
Apoptosis and Immediate Early Gene Activation in Epileptiform Disorders	4/55	0.08694447550406326	0.5611870691625901	0	0	2.4986917336951255	6.103018520092101	GABRA1;HTR6;RASGRF1;PPP1R1B
Receptors and Adaptor Proteins Activated in Cancer	7/125	0.08879812770521173	0.5679880240603633	0	0	1.89270681333483	4.582980808682956	ALK;FLT3;AXL;PDGFA;FGF1;FGF2;NGEF
P-cell Activation	2/17	0.09369333250933629	0.5939488043002569	0	0	4.241707717569787	10.04321119164569	CCKBR;HRH2
Proteins Involved in Retinitis Pigmentosa	7/127	0.09464024020984696	0.594642217247711	0	0	1.8609685430463576	4.387554396706441	PRKCG;RIMS1;PITPNM3;CA4;PCDH15;FGF2;BEST1
PTGER1/4 -> Vascular Motility	2/18	0.10334940341885848	0.6271630463879446	0	0	3.9763957307060753	9.024985873002993	PPP1R14A;MYL9
Retinal Ganglion and Suprachiasmatic Nucleus in Melatonin Synthesis Regulation	2/18	0.10334940341885848	0.6271630463879446	0	0	3.9763957307060753	9.024985873002993	ADCYAP1;SLC32A1
Extracellular Matrix Turnover	2/18	0.10334940341885848	0.6271630463879446	0	0	3.9763957307060753	9.024985873002993	THBS2;TIMP4
Myeloid Progenitor Cell -> GEMM - CFU Surface Expression Markers	2/18	0.10334940341885848	0.6271630463879446	0	0	3.9763957307060753	9.024985873002993	FLT3;CD34
Mineralcorticoids Secretion Regulation	3/38	0.10918205231469454	0.630347889852923	0	0	2.7284774436090227	6.0428642734047076	STAR;RASGRF1;AGT
Hematopoietic Cell Lineage: B-cell	3/38	0.10918205231469454	0.630347889852923	0	0	2.7284774436090227	6.0428642734047076	FLT3;THY1;CD34
Proteins Involved in Female Infertility	4/60	0.11076990664432064	0.630347889852923	0	0	2.27500588373735	5.005695769588964	PTPRN2;YBX2;PGR;LPAR3
GCG and PPY Regulate Metabolism and Satiety	2/19	0.11326187603361151	0.630347889852923	0	0	3.742296918767507	8.150919737766621	PCSK2;PCSK1
Leukotriene Effect on Airway Smooth Muscle Response	2/19	0.11326187603361151	0.630347889852923	0	0	3.742296918767507	8.150919737766621	PPP1R14A;RASGRF1
Axonal Transport Impairment in Hungtington Disease	2/19	0.11326187603361151	0.630347889852923	0	0	3.742296918767507	8.150919737766621	KIF5A;HAP1
Cataract, Congenital	2/19	0.11326187603361151	0.630347889852923	0	0	3.742296918767507	8.150919737766621	GJC2;CRYAB
Glutamate Overdose and Aura Effect in Familial Hemiplegic Migraine Type 3	2/19	0.11326187603361151	0.630347889852923	0	0	3.742296918767507	8.150919737766621	CAMK2A;SLC1A2
Ions Reabsorption Dysregulation in Nephrolithiasis	2/19	0.11326187603361151	0.630347889852923	0	0	3.742296918767507	8.150919737766621	SLC12A1;PTH1R
Proteins Involved in Glaucoma	5/84	0.11429978560386297	0.630347889852923	0	0	2.0167523081422067	4.374195761310525	RYR1;ACHE;HSPB2;SLC1A2;AQP4
Bradykinin Effects in Inflammation	3/39	0.11573970704475035	0.630347889852923	0	0	2.6525493421052633	5.7199879427402776	PLAT;AGT;PTGES
T-lymphoid precursor cell -> CD8+ Naive T-cell Surface Expression Markers	4/61	0.11585142992617627	0.630347889852923	0	0	2.2349778895343797	4.817375683647433	FLT3;HRH2;CD34;IL12RB2
ADRA2A -> Neurotransmitter Release	1/4	0.1167213855794949	0.630347889852923	0	0	10.59344262295082	22.754349321315214	SYT1
AMPA Receptors -> Calcium Influx	1/4	0.1167213855794949	0.630347889852923	0	0	10.59344262295082	22.754349321315214	GRIA4
EDNRA/B -> Vascular Motility	3/40	0.12244129100011072	0.630347889852923	0	0	2.5807254623044096	5.419842502752525	CAMK2A;RASGRF1;MYL9
Proteins Involved in Osteoarthritis	5/86	0.12294874160754335	0.630347889852923	0	0	1.9667522307786334	4.122288573882985	ADAMTS4;WIF1;PTGDS;FGF2;PTGES
HTR5 -> TNF Production	2/20	0.12340613618247366	0.630347889852923	0	0	3.534209085933224	7.39453534599256	RASGRF1;HTR5A
Insulin Secretion	2/20	0.12340613618247366	0.630347889852923	0	0	3.534209085933224	7.39453534599256	PCSK1;ABCC8
Vascular Smooth Muscle Cell/Pericyte Differentiation and Proliferation	2/20	0.12340613618247366	0.630347889852923	0	0	3.534209085933224	7.39453534599256	TAGLN;MYH11
alpha-Cell to beta-Cell Interconversion (Hypothesis)	2/20	0.12340613618247366	0.630347889852923	0	0	3.534209085933224	7.39453534599256	PCSK2;PCSK1
Ethanol Induced Efects in Hyperprolactinemia	2/20	0.12340613618247366	0.630347889852923	0	0	3.534209085933224	7.39453534599256	RASGRF1;FGF2
Neurogenic Transcription Factors Role in Hirschsprung Disease	2/20	0.12340613618247366	0.630347889852923	0	0	3.534209085933224	7.39453534599256	ARNT2;SOX10
Smooth Muscle Cell Dysfunction in Pulmonary Hypertension	5/88	0.13189190924656302	0.6687941496829604	0	0	1.9191617956976421	3.887785306221136	PPP1R14A;TAGLN;RASGRF1;PDGFA;S100A4
Potassium Cycling in the Inner Ear (Noise-Induced)	2/21	0.13375882993659208	0.6687941496829604	0	0	3.3480252355025493	6.735278871443564	TMIE;PCDH15
G-cell: Gastrin Secretion	2/21	0.13375882993659208	0.6687941496829604	0	0	3.3480252355025493	6.735278871443564	PCSK2;CCKBR
Proteins Involved in Migraine	3/42	0.13625183884203562	0.6762464675766615	0	0	2.4481275303643724	4.879731055376191	ADCYAP1;ATP1A2;PGR
Proteins Involved in Diabetic Neuropathy	4/65	0.13715421314230883	0.6762464675766615	0	0	2.087989845248062	4.148103653920693	TRPM2;UNC13A;SLC12A5;HRH3
Proteins Involved in Dilated Cardiomyopathy	8/167	0.14012357114848475	0.686122313899477	0	0	1.6045558371663695	3.1533222219748303	SGCD;ACTC1;EYA4;LDB3;THBS2;CRYAB;AGT;APLN
Epithelial to Mesenchymal Transition in Cancer: Overview	5/90	0.1411187688666341	0.6862625061322618	0	0	1.873810910502815	3.6692092255566013	AXL;PDGFA;S100A4;FGF1;FGF2
ADORA2A/B -> Vasodilation	1/5	0.14371090528083572	0.6875935899540511	0	0	7.944672131147541	15.412279408776733	MYL9
Olanzapine Effect on Insulin Secretion in Diabetes Mellitus	1/5	0.14371090528083572	0.6875935899540511	0	0	7.944672131147541	15.412279408776733	RASGRF1
Cyclosporine Induced Nephrotoxicity	2/22	0.14429780972275155	0.6875935899540511	0	0	3.1804597701149424	6.156975712341115	SLC12A1;AGT
Proteins Involved in Hirschsprung Disease	2/23	0.15500208270357477	0.7093101134256151	0	0	3.028852920478536	5.646741158291219	ARNT2;SOX10
HRH2/4 -> IL6/10 Production	2/23	0.15500208270357477	0.7093101134256151	0	0	3.028852920478536	5.646741158291219	HRH2;RASGRF1
HTR1 -> Membrane Transport	2/23	0.15500208270357477	0.7093101134256151	0	0	3.028852920478536	5.646741158291219	RASGRF1;KCNK3
Age-Related Cataract	2/23	0.15500208270357477	0.7093101134256151	0	0	3.028852920478536	5.646741158291219	GJC2;CRYAB
Angiotensin-Aldosterone System Activation Scheme	2/23	0.15500208270357477	0.7093101134256151	0	0	3.028852920478536	5.646741158291219	STAR;AGT
BDNF Upregulation Triggered by Seizures	2/23	0.15500208270357477	0.7093101134256151	0	0	3.028852920478536	5.646741158291219	GABRA1;RASGRF1
Synaptic Exocytosis in Dementia	2/24	0.16585176106075927	0.7093101134256151	0	0	2.891028511718167	5.194197874059037	RIMS1;SYT1
Potassium Cycling in the Inner Ear (Congenital Deafness)	2/24	0.16585176106075927	0.7093101134256151	0	0	2.891028511718167	5.194197874059037	TMIE;PCDH15
Proteins Involved in Lesch-Nyhan Syndrome	1/6	0.16987704158273126	0.7093101134256151	0	0	6.355409836065574	11.266110376866632	PPP1R1B
Ion Channels of Stomach in Appetite Regulation	1/6	0.16987704158273126	0.7093101134256151	0	0	6.355409836065574	11.266110376866632	KCNK4
Renal Tubular Acidosis Associated with Carbonic Anhydrase II Mutation and Osteopetrosis	1/6	0.16987704158273126	0.7093101134256151	0	0	6.355409836065574	11.266110376866632	CA4
M-cell: Motilin Release	1/6	0.16987704158273126	0.7093101134256151	0	0	6.355409836065574	11.266110376866632	CHRM1
Prostaglandins Role in Sleep Regulation	1/6	0.16987704158273126	0.7093101134256151	0	0	6.355409836065574	11.266110376866632	PTGDS
PTGIR -> Vasodilation	1/6	0.16987704158273126	0.7093101134256151	0	0	6.355409836065574	11.266110376866632	MYL9
Renal Proximal Tubule Acid-Base Homeostasis	1/6	0.16987704158273126	0.7093101134256151	0	0	6.355409836065574	11.266110376866632	CA4
