Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GPCR ligand binding	29/410	2.6992033393740327E-5	0.0015238229761375221	0	0	2.485916064615634	26.151759426719973	OPRD1;CHRM1;VIPR2;RAMP3;ADRA1D;LPAR3;FZD10;PTH1R;HTR6;HRH1;HRH3;HRH2;FFAR4;TAC1;WNT1;CCR10;NTSR2;WNT10B;GABBR2;FZD9;GPR4;CCK;ADRA2C;HTR5A;SSTR3;AGT;APLN;ADCYAP1;CCKBR
Amine ligand-binding G-protein coupled receptors	8/42	3.416014941549866E-5	0.0017677877322520557	0	0	7.552433908886938	77.67263506996521	HRH1;HTR6;CHRM1;HRH3;HRH2;ADRA1D;ADRA2C;HTR5A
Amyotrophic lateral sclerosis (ALS)	8/53	1.9098462845641148E-4	0.009123188790110117	0	0	5.703040353786623	48.83694590604889	GRIN2A;SLC1A2;NEFL;NEFM;GRIN2C;NEFH;GRIN1;MAPK13
Cardiac protection against reactive oxygen species	4/11	2.3982282615793313E-4	0.010425605066015909	0	0	18.246175570722524	152.09300595001156	GABRA2;GABRA1;GABRA5;SOD3
Glutamate binding and activation of AMPA receptors and synaptic plasticity	6/30	2.518262093240558E-4	0.010425605066015909	0	0	8.00206611570248	66.31129225967467	CAMK2B;PRKCG;CAMK2A;CACNG2;CACNG3;GRIA4
Inwardly rectifying potassium channels	6/31	3.042718895274803E-4	0.01180955271228533	0	0	7.681586776859504	62.20233168676083	KCNJ4;GABBR2;ABCC8;KCNJ12;KCNJ9;KCNJ16
GABA (A) receptor activation	4/12	3.510610846728652E-4	0.01282405491657937	0	0	15.964579901153213	126.99105414913774	GABRA2;GABRA1;GABRA5;GABRG2
Gastric acid secretion	9/74	4.117419627342931E-4	0.014205097714333112	0	0	4.444569384104268	34.64592373604632	PRKCG;CAMK2B;CCKBR;HRH2;CAMK2A;ATP1A3;KCNJ16;ADCY2;ATP1A2
Creatine metabolism	3/7	9.058184247462913E-4	0.02960596009302352	0	0	23.912417763157894	167.54646048956607	CKMT2;SLC6A8;CKB
Transmembrane transport of small molecules	25/432	0.0018206203297193762	0.05653026123778663	0	0	1.9897107781066825	12.552245632095822	SLC24A2;SLC24A4;SLC5A11;SLC1A2;ATP1A3;ADCY2;AQP4;ATP1A2;SLC2A5;SLC2A6;SLC8A2;HEPH;SLCO2B1;GABRA2;GABRA1;SLC14A1;SLC15A2;SLC12A5;SLC32A1;GABRA5;ABCC8;SLC12A1;GABRG2;SLC6A7;SLCO4A1
Sodium/calcium exchangers	3/9	0.0020766247792051804	0.05884651559129317	0	0	15.939967105263158	98.46135861380466	SLC24A2;SLC24A4;SLC8A2
Class A GPCRs (rhodopsin-like)	17/253	0.002084739682783333	0.05884651559129317	0	0	2.3226687781772526	14.338092843347209	OPRD1;CHRM1;GPR4;GPR83;ADRA1D;GPR37L1;GPR3;ADRA2C;HTR5A;SSTR3;HTR6;HRH1;CCKBR;HRH3;HRH2;CCR10;NTSR2
GABA biosynthesis, release, reuptake and degradation	4/19	0.0023188959326427426	0.06261019018135405	0	0	8.511367380560133	51.6356069097943	RIMS1;SLC32A1;SYT1;GAD2
Hypothetical network for drug addiction	5/32	0.002661202475668836	0.06885861405793113	0	0	5.916758342500917	35.08032530949769	CAMK2B;GRIN2A;GRIN2C;GRIA4;GRIN1
Dermatan sulfate biosynthesis	3/10	0.0028995870464680897	0.07202574223426735	0	0	13.662124060150376	79.83034501616987	BCAN;BGN;CSPG4
Melanogenesis	9/101	0.0037686025089516796	0.08820755155326877	0	0	3.1357973421926912	17.501044997567753	PRKCG;CAMK2B;WNT10B;CREB3L1;CAMK2A;FZD9;ADCY2;FZD10;WNT1
Endochondral ossification	7/66	0.003928089183534223	0.08820755155326877	0	0	3.79700303064317	21.033886281896287	ADAMTS4;MGP;ALPL;PLAT;PTH1R;FGF2;RUNX3
Nitric oxide signaling pathway	4/22	0.004070252042916157	0.08820755155326877	0	0	7.091707852828116	39.03311712093363	CAMK2B;GRIN2A;GRIN2C;GRIN1
ECM-receptor interaction	8/84	0.004119193228735578	0.08820755155326877	0	0	3.371388670681679	18.51599681723288	TNXB;SV2C;SV2B;ITGB4;SV2A;CHAD;THBS2;THBS4
Neurotransmitter release cycle	5/36	0.004507470866147005	0.09201929308810923	0	0	5.152241030554668	27.832504281357675	RIMS1;SLC32A1;SYT1;GAD2;SYN2
SLC-mediated transmembrane transport	16/251	0.004643636541707678	0.09201929308810923	0	0	2.1917682817807975	11.774743551196286	SLC24A2;SLC14A1;SLC24A4;SLC15A2;SLC12A5;SLC32A1;SLC12A1;SLC1A2;SLC5A11;SLC2A5;SLC2A6;SLC8A2;SLC6A7;HEPH;SLCO4A1;SLCO2B1
TGF-beta regulation of extracellular matrix	29/565	0.004741734909532199	0.09201929308810923	0	0	1.752631815151049	9.378950112039554	CAMK2B;CNTNAP1;PTPRR;SYNM;TNFAIP2;PDGFA;AEBP1;THBS2;RGS4;LGALS3;EFEMP1;CKB;NPTX2;CD34;GPM6B;ARNT2;SOD3;AGT;APLN;HEYL;ALDH1A3;GJB1;PIR;SCG5;PMP2;CRYAB;SCRG1;SCG2;GSTM5
Dopamine neurotransmitter release cycle	3/12	0.005078988428111755	0.09276622981933529	0	0	10.625	56.128083633914365	RIMS1;SYT1;SYN2
Gamma-aminobutyric acid receptor life cycle	3/12	0.005078988428111755	0.09276622981933529	0	0	10.625	56.128083633914365	GABRA2;GABRA1;GABRA5
Myocyte adrenergic pathway	7/72	0.006355887899981195	0.10990135163667207	0	0	3.4454406520631684	17.428326266795278	RYR1;KCNJ9;ADRA1D;OLIG2;HCN2;GRIN1;HCN1
Chondroitin sulfate/dermatan sulfate degradation	3/13	0.006454227522506127	0.10990135163667207	0	0	9.562006578947368	48.22138977738484	BCAN;BGN;CSPG4
Ligand-gated ion channel transport	4/25	0.006548067649850027	0.10990135163667207	0	0	6.077665333019534	30.56205847992507	GABRA2;GABRA1;GABRA5;GABRG2
Wnt/calcium/cyclic GMP pathway	7/74	0.007371505392864594	0.12046591707812927	0	0	3.3422457250172974	16.410872145132572	PRKCG;CAMK2B;WNT10B;CAMK2A;FZD9;FZD10;WNT1
Class B GPCRs (secretin family receptors)	8/95	0.008595466040916398	0.13273368812101854	0	0	2.9434437010350547	14.000550066999235	ADCYAP1;WNT10B;VIPR2;RAMP3;FZD9;FZD10;PTH1R;WNT1
Transport of inorganic cations/anions and amino acids/oligopeptides	8/95	0.008595466040916398	0.13273368812101854	0	0	2.9434437010350547	14.000550066999235	SLC24A2;SLC24A4;SLC15A2;SLC12A5;SLC32A1;SLC12A1;SLC1A2;SLC8A2
FGFR1b ligand binding and activation	2/5	0.008763415801870789	0.13273368812101854	0	0	21.221674876847292	100.53067135423561	FGF1;FGF2
Ion channel transport	6/61	0.010621424997317443	0.15704535531747935	0	0	3.486220886551465	15.844462874759033	GABRA2;GABRA1;GABRA5;ATP1A3;ATP1A2;GABRG2
Cardiac muscle contraction	7/80	0.01113915628721515	0.15763984380727866	0	0	3.0665880431824366	13.791332013546947	ACTC1;CACNA2D3;ATP1A3;ATP1A2;CACNG2;COX7A1;CACNG3
Adherens junction actin cytoskeletal organization	4/29	0.011169328707762096	0.15763984380727866	0	0	5.104184514003295	22.94118485270535	CDH13;CDH9;CDH8;CDH18
Ras family activation regulation	4/31	0.014106118435630297	0.19336164774155973	0	0	4.7256086399414245	20.136511397483094	CAMK2B;LGALS3;RASGRF1;RASAL1
Cell junction organization	7/84	0.014323085017893313	0.19336164774155973	0	0	2.9066827212522575	12.34143389927823	CLDN10;ITGB4;CDH13;FLNC;CDH9;CDH8;CDH18
FSH regulation of apoptosis	15/263	0.015643225250212153	0.20669027405067547	0	0	1.9424861983113229	8.076308563183895	PTPRN;THY1;COX7A1;MT3;RGS4;ALDH1A3;ARC;STAR;VGF;AXL;TYRO3;ALPL;S100A4;FLNC;PTGDS
Calcium regulation in the cardiac cell	10/149	0.016301913243417274	0.2084130992808622	0	0	2.3043129556255164	9.485641607194854	RGS4;PRKCG;RYR1;CAMK2B;CHRM1;GJC2;GJB1;CAMK2A;ADRA1D;ADCY2
Botulinum neurotoxicity	3/18	0.016444833920712155	0.2084130992808622	0	0	6.373026315789474	26.17875996345435	STX1B;SYT2;SYT1
Cation-coupled chloride cotransporters	2/7	0.017670141162513343	0.21946315323841573	0	0	12.731691297208538	51.383565590016055	SLC12A5;SLC12A1
Glycosaminoglycan metabolism	8/110	0.01956364555463613	0.23389025220964932	0	0	2.508633304067896	9.86916976255628	BCAN;CHST6;HPSE2;HAS1;BGN;CSPG4;PRELP;HS3ST2
G alpha (i) signaling events	12/199	0.019585013067474663	0.23389025220964932	0	0	2.0571183701891744	8.090627304883547	OPRD1;RGS4;GABBR2;HRH3;LPAR3;ADCY2;ADRA2C;HTR5A;SSTR3;CCR10;AGT;APLN
Long-term potentiation	6/70	0.01996766288981556	0.23396072933161247	0	0	2.9945764462809916	11.71969766525718	PRKCG;CAMK2B;GRIN2A;CAMK2A;GRIN2C;GRIN1
Heparan sulfate/heparin glycosaminoglycan (HS-GAG) metabolism	5/52	0.020894730172804812	0.24028939698725535	0	0	3.395477845656906	13.134585347543755	BCAN;HPSE2;BGN;CSPG4;HS3ST2
Neural crest differentiation	7/91	0.021374432735943357	0.2413367768912877	0	0	2.6634933774834435	10.242623068488559	GJB1;OLIG1;OLIG2;WNT1;FGF2;SOX10;GFAP
Chondroitin sulfate biosynthesis	3/20	0.021963599994812857	0.243560635656764	0	0	5.622678018575852	21.4694579901357	BCAN;BGN;CSPG4
Gastrin-CREB signaling pathway via PKC and MAPK	12/206	0.02484507731759647	0.26826780958742646	0	0	1.9821695953737328	7.324306233440447	HRH1;CHRM1;DAGLA;CCKBR;DGKB;LPAR3;GPR4;ADRA1D;CCK;TAC1;AGT;NTSR2
Nicotine activity on dopaminergic neurons	3/21	0.025055608624912615	0.26826780958742646	0	0	5.3100328947368425	19.57627301776913	PPP1R1B;ADCY2;KCNK3
Basal cell carcinoma	5/55	0.025979132059591587	0.27344137303400634	0	0	3.191254125412541	11.649550884215376	WNT10B;HHIP;FZD9;FZD10;WNT1
Arrhythmogenic right ventricular cardiomyopathy (ARVC)	6/75	0.02703467064411893	0.2782348461427176	0	0	2.7768595041322315	10.026226501119798	SGCD;ITGB4;CACNA2D3;CTNNA3;CACNG2;CACNG3
Focal adhesion	13/233	0.027330637060717835	0.2782348461427176	0	0	1.8941699604743083	6.818532574692349	PRKCG;TNXB;FLT1;ITGB4;RASGRF1;STYK1;PDGFA;THBS2;THBS4;CHAD;TLN2;FLNC;MYL9
Smooth muscle contraction	3/22	0.02836909220112298	0.2822767719949036	0	0	5.030297783933518	17.920209638867387	LMOD1;MYH11;MYL9
Adrenoceptors	2/9	0.029091325938283136	0.2822767719949036	0	0	9.093126905934788	32.165256265051106	ADRA1D;ADRA2C
Axonogenesis regulation by p75 neurotrophin receptor	2/9	0.029091325938283136	0.2822767719949036	0	0	9.093126905934788	32.165256265051106	MAG;OMG
Interleukin-1 regulation of extracellular matrix	8/120	0.030935075028993595	0.2913494580458049	0	0	2.283463634209903	7.937010467771372	RGS4;GDF10;RRAD;TNFAIP2;FGF2;SOD3;PTGES;KLK6
Proximal tubule bicarbonate reclamation	3/23	0.03190300023689973	0.2913494580458049	0	0	4.778536184210527	16.46232103636597	CA4;ATP1A3;ATP1A2
Angiogenesis	3/23	0.03190300023689973	0.2913494580458049	0	0	4.778536184210527	16.46232103636597	FLT1;TEK;FGF2
Nitrogen metabolism	3/23	0.03190300023689973	0.2913494580458049	0	0	4.778536184210527	16.46232103636597	CA4;CA7;CA8
Dilated cardiomyopathy	7/100	0.03356892364734693	0.30212031282612234	0	0	2.404614398632771	8.161632857478052	SGCD;ACTC1;ITGB4;CACNA2D3;ADCY2;CACNG2;CACNG3
Activation of calcium-permeable kainate receptor	2/10	0.035639274610217556	0.3117181624358465	0	0	7.956075533661741	26.527998581789173	GRIK4;GRIK1
Signal-dependent regulation of myogenesis by corepressor MITR	2/10	0.035639274610217556	0.3117181624358465	0	0	7.956075533661741	26.527998581789173	CAMK2B;CAMK1G
Signaling by GPCR	40/977	0.0371310349915349	0.32025517680198856	0	0	1.3795191644533826	4.54317341146591	OPRD1;CHRM1;DAGLA;VIPR2;RAMP3;DGKB;RASGRF1;ADCY2;ADRA1D;LPAR3;FZD10;PTH1R;RGS4;HTR6;HRH1;HRH3;HRH2;FFAR4;PDE8B;TAC1;WNT1;CCR10;NTSR2;PRKCG;WNT10B;GABBR2;MCF2;FZD9;GPR4;CCK;ADRA2C;HTR5A;SSTR3;AGT;APLN;ADCYAP1;CCKBR;OR2L13;PPP1R1B;NGEF
G alpha (s) signaling events	8/125	0.03804285501933255	0.32362483516445906	0	0	2.1853127524769316	7.14387915139538	ADCYAP1;HTR6;VIPR2;RAMP3;HRH2;ADCY2;PTH1R;PDE8B
Ck1/Cdk5 regulation by type 1 glutamate receptors	3/25	0.039624899313332934	0.3325278712645912	0	0	4.34367523923445	14.022676296904496	CAMK2B;NCS1;PPP1R1B
Type 1 diabetes mellitus	4/43	0.04162922615149151	0.33560039619803644	0	0	3.269547585857306	10.393737474603201	PTPRN2;PTPRN;HLA-DPB1;GAD2
Acetylcholine neurotransmitter release cycle	2/11	0.04269312608638467	0.33560039619803644	0	0	7.071702244116037	22.30215008456845	RIMS1;SYT1
Signaling by activated point mutants of FGFR1	2/11	0.04269312608638467	0.33560039619803644	0	0	7.071702244116037	22.30215008456845	FGF1;FGF2
Transport of organic anions	2/11	0.04269312608638467	0.33560039619803644	0	0	7.071702244116037	22.30215008456845	SLCO4A1;SLCO2B1
Norepinephrine neurotransmitter release cycle	2/11	0.04269312608638467	0.33560039619803644	0	0	7.071702244116037	22.30215008456845	RIMS1;SYT1
Tetrasaccharide linker sequence formation in glycosaminoglycan biosynthesis	3/26	0.04380795424570564	0.3358609825504099	0	0	4.154605263157895	12.99535546462681	BCAN;BGN;CSPG4
PGC-1a regulation	3/26	0.04380795424570564	0.3358609825504099	0	0	4.154605263157895	12.99535546462681	CAMK2B;CAMK2A;CAMK1G
Cell-cell communication	8/129	0.04446108168762856	0.3367113625367968	0	0	2.112632430135822	6.576922723406994	CLDN10;ITGB4;CDH13;FLNC;CDH9;CDH8;CDH18;MAPK13
G alpha (z) signaling events	4/45	0.04795266849053351	0.3503833155402032	0	0	3.1097360067505124	9.445950083805217	RGS4;PRKCG;ADCY2;ADRA2C
Reversible hydration of carbon dioxide	2/12	0.05021596631735601	0.3503833155402032	0	0	6.364203612479475	19.038020281770244	CA4;CA7
Serotonin receptors	2/12	0.05021596631735601	0.3503833155402032	0	0	6.364203612479475	19.038020281770244	HTR6;HTR5A
Tandem pore domain potassium channels	2/12	0.05021596631735601	0.3503833155402032	0	0	6.364203612479475	19.038020281770244	KCNK3;KCNK4
FGFR3 ligand binding and activation	2/12	0.05021596631735601	0.3503833155402032	0	0	6.364203612479475	19.038020281770244	FGF1;FGF2
Facilitative sodium-independent glucose transporters	2/12	0.05021596631735601	0.3503833155402032	0	0	6.364203612479475	19.038020281770244	SLC2A5;SLC2A6
Opening of calcium channels triggered by depolarization of the presynaptic terminal	2/12	0.05021596631735601	0.3503833155402032	0	0	6.364203612479475	19.038020281770244	CACNA2D3;CACNG2
Wnt signaling pathway	12/231	0.05208810291710384	0.35940791012801654	0	0	1.7536076108582799	5.181592573684204	PRKCG;CAMK2B;WNT10B;WIF1;CAMK2A;FZD9;SOX8;FZD10;TEK;WNT1;SOX10;DKK3
Histidine metabolism	3/29	0.05760622955390546	0.38844323332766667	0	0	3.6746584008097165	10.487932810288655	ALDH1A3;ALDH3B1;CNDP1
Advanced glycosylation endproduct receptor signaling	2/13	0.05817265813119645	0.38844323332766667	0	0	5.785341095685923	16.455476086562257	LGALS3;S100B
FGFR4 ligand binding and activation	2/13	0.05817265813119645	0.38844323332766667	0	0	5.785341095685923	16.455476086562257	FGF1;FGF2
MAPK signaling pathway	15/314	0.05949043644119768	0.39301660670195493	0	0	1.6068662880743418	4.534479789275183	PRKCG;PTPRR;RASGRF1;CACNA2D3;HSPB2;PDGFA;MAPK8IP2;DUSP8;FGF1;FGF2;MAPK8IP1;MAPK13;FLNC;CACNG2;CACNG3
Signal transduction	40/1020	0.06360477791095755	0.41577439034425934	0	0	1.315915508059616	3.6254349792559886	OPRD1;CHRM1;DAGLA;FLT1;DGKB;ITGB4;ADCY2;ADRA1D;LPAR3;FZD10;FGF1;FGF2;HTR6;HRH1;HRH3;HRH2;FFAR4;CCR10;NTSR2;GABBR2;MCF2;FZD9;OMG;MATK;GPR4;CCK;ADRA2C;HTR5A;AGT;GFAP;APLN;MAPK13;HEYL;ADCYAP1;ARHGAP32;MAG;CCKBR;OR2L13;NEURL1;NGEF
Vascular smooth muscle contraction	7/116	0.06512648491533332	0.4212869492960624	0	0	2.0499422808190046	5.599261499683989	PRKCG;PPP1R14A;RAMP3;MYH11;ADRA1D;ADCY2;MYL9
Stathmin and breast cancer resistance to antimicrotubule agents	3/31	0.06780553234419077	0.4340952122241492	0	0	3.411830357142857	9.181615873881018	CAMK2B;CAMK2A;MAPK13
Netrin-mediated signaling events	3/32	0.07319151233612874	0.4624438201520262	0	0	3.294010889292196	8.612770611289445	UNC5A;CAMK2A;AGAP2
Transport of glucose and other sugars, bile salts and organic acids, metal ions and amine compounds	6/96	0.07372292785032301	0.4624438201520262	0	0	2.126611570247934	5.545015116223555	SLC14A1;SLC6A7;HEPH;SLC5A11;SLC2A5;SLC2A6
Biogenic amine biosynthesis	2/15	0.07525549200997454	0.4673366053819419	0	0	4.894783377541998	12.662150627696438	ACHE;GAD2
Phospholipase C-mediated cascade	4/54	0.08251062943031251	0.4998195663874824	0	0	2.5487973640856674	6.358811418585248	PRKCG;ADCY2;FGF1;FGF2
Granule cell survival pathway	6/99	0.08274868074188067	0.4998195663874824	0	0	2.0576912823247135	5.127658044985668	ADCYAP1;KCNT1;ADCY2;NPTX1;KCNK3;KCNK4
GluR2-containing AMPA receptor trafficking	2/16	0.08431959373989317	0.4998195663874824	0	0	4.544921416842599	11.240231553564808	PRKCG;GRIA4
Glutamate neurotransmitter release cycle	2/16	0.08431959373989317	0.4998195663874824	0	0	4.544921416842599	11.240231553564808	RIMS1;SYT1
Monoamine transport	3/34	0.0845105547031975	0.4998195663874824	0	0	3.0811757215619693	7.613211907177395	ACHE;HRH3;AGT
Phenylalanine metabolism	2/17	0.09369333250933629	0.5489015046065833	0	0	4.241707717569787	10.04321119164569	ALDH1A3;ALDH3B1
Oncostatin M	14/311	0.09688636665331996	0.562303118614128	0	0	1.5074700099825729	3.5187613177891057	ECM1;SYNM;FLT1;RRAD;PDGFA;PLAT;MT3;CDH8;ADAMTS4;SLCO2B1;ALPL;SNCG;PGR;TIMP4
Myometrial relaxation and contraction pathways	8/155	0.10311532737236115	0.5888071515881754	0	0	1.73662300741192	3.945446373102286	RGS4;PRKCG;RYR1;CAMK2B;RAMP3;ACTC1;CAMK2A;ADCY2
Downregulation of MTA-3 in ER-negative breast tumors	2/18	0.10334940341885848	0.5888071515881754	0	0	3.9763957307060753	9.024985873002993	GREB1;HSPB2
BDNF signaling pathway	12/261	0.10523722183282541	0.591857152804436	0	0	1.539915924130579	3.467179561160102	TAGLN;RIMS3;MGP;PLEKHA6;ALPL;PLAT;S100A4;CSPG4;FLNC;PRSS3;FGF2;CHGB
ATF2 transcription factor network	4/59	0.10579089204716971	0.591857152804436	0	0	2.3164894413658828	5.203509035738911	HRK;ACHE;COL24A1;DUSP8
RAC1 activity regulation	3/38	0.10918205231469454	0.6053754864948687	0	0	2.7284774436090227	6.0428642734047076	MCF2;RASGRF1;NGEF
Eicosanoid biosynthesis	2/19	0.11326187603361151	0.6117980864925641	0	0	3.742296918767507	8.150919737766621	PTGDS;PTGES
Gap junction assembly	2/19	0.11326187603361151	0.6117980864925641	0	0	3.742296918767507	8.150919737766621	GJB1;GJC2
G alpha i pathway	6/108	0.11329594194306741	0.6117980864925641	0	0	1.8752552260573652	4.083840684992454	RGS4;PRKCG;KCNJ9;ADCY2;ADRA2C;MAPK13
Vitamin A and carotenoid metabolism	3/39	0.11573970704475035	0.6196065351274997	0	0	2.6525493421052633	5.7199879427402776	ALDH1A3;RBP7;RXRG
Nuclear signaling by ErbB4	3/40	0.12244129100011072	0.6416064583049111	0	0	2.5807254623044096	5.419842502752525	PGR;S100B;GFAP
PAC1 receptor pathway	3/40	0.12244129100011072	0.6416064583049111	0	0	2.5807254623044096	5.419842502752525	PRKCG;ADCYAP1;ADCY2
Non-class A, B, C GPCRs	5/86	0.12294874160754335	0.6416064583049111	0	0	1.9667522307786334	4.122288573882985	CCKBR;ADRA1D;GPR61;GPR83;GPR62
Bioactive peptide-induced signaling pathway	3/41	0.12928070990563756	0.6540798528308664	0	0	2.512681786703601	5.140366991047636	CAMK2B;CAMK2A;AGT
Insulin biosynthesis and processing	3/41	0.12928070990563756	0.6540798528308664	0	0	2.512681786703601	5.140366991047636	PCSK2;PCSK1;NKX2-2
Prion pathway	2/21	0.13375882993659208	0.6540798528308664	0	0	3.3480252355025493	6.735278871443564	APLP1;GFAP
PKC-catalyzed phosphorylation of inhibitory phosphoprotein of myosin phosphatase	2/21	0.13375882993659208	0.6540798528308664	0	0	3.3480252355025493	6.735278871443564	CAMK2B;PPP1R14A
Peptide G-protein coupled receptors	9/192	0.13488948557658353	0.6540798528308664	0	0	1.569032187789336	3.143241336339607	OPRD1;CCKBR;CCK;TAC1;SSTR3;CCR10;AGT;NTSR2;APLN
Aldosterone-regulated sodium reabsorption	3/42	0.13625183884203562	0.6540798528308664	0	0	2.4481275303643724	4.879731055376191	PRKCG;ATP1A3;ATP1A2
Salivary secretion	5/89	0.1364705615061405	0.6540798528308664	0	0	1.8962164073550212	3.776592494555274	PRKCG;ATP1A3;ADRA1D;ADCY2;ATP1A2
Glioma	4/65	0.13715421314230883	0.6540798528308664	0	0	2.087989845248062	4.148103653920693	PRKCG;CAMK2B;CAMK2A;PDGFA
Blockade of neurotransmitter release by botulinum toxin	1/5	0.14371090528083572	0.6540798528308664	0	0	7.944672131147541	15.412279408776733	CHRM1
Tachykinin receptors bind tachykinins	1/5	0.14371090528083572	0.6540798528308664	0	0	7.944672131147541	15.412279408776733	TAC1
Disinhibition of SNARE formation	1/5	0.14371090528083572	0.6540798528308664	0	0	7.944672131147541	15.412279408776733	PRKCG
FOSB gene expression and drug abuse	1/5	0.14371090528083572	0.6540798528308664	0	0	7.944672131147541	15.412279408776733	PPP1R1B
G-protein signaling through tubby proteins	1/5	0.14371090528083572	0.6540798528308664	0	0	7.944672131147541	15.412279408776733	CHRM1
Gene expression regulation in endocrine-committed (NEUROG3+) progenitor cells	1/5	0.14371090528083572	0.6540798528308664	0	0	7.944672131147541	15.412279408776733	NKX2-2
Ketone body metabolism	1/5	0.14371090528083572	0.6540798528308664	0	0	7.944672131147541	15.412279408776733	BDH1
Muscarinic acetylcholine receptors	1/5	0.14371090528083572	0.6540798528308664	0	0	7.944672131147541	15.412279408776733	CHRM1
Neurophilin interactions with VEGF and VEGF receptor	1/5	0.14371090528083572	0.6540798528308664	0	0	7.944672131147541	15.412279408776733	FLT1
Beta-alanine metabolism	2/22	0.14429780972275155	0.6540798528308664	0	0	3.1804597701149424	6.156975712341115	GAD2;CNDP1
Leukocyte transendothelial migration	6/117	0.14874090088691377	0.669334053991112	0	0	1.7224033951306679	3.282124768094992	PRKCG;CLDN10;CTNNA3;THY1;MYL9;MAPK13
Progesterone-initiated oocyte maturation	2/23	0.15500208270357477	0.6826687472263824	0	0	3.028852920478536	5.646741158291219	PAQR5;PGR
FGFR ligand binding and activation	2/23	0.15500208270357477	0.6826687472263824	0	0	3.028852920478536	5.646741158291219	FGF1;FGF2
Incretin biosynthesis, secretion, and inactivation	2/23	0.15500208270357477	0.6826687472263824	0	0	3.028852920478536	5.646741158291219	PCSK1;FFAR4
