Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Activation of NMDA receptor upon glutamate binding and postsynaptic events Homo sapiens R-HSA-442755	8/39	1.9301959296956175E-5	6.816004376737649E-4	0	0	8.284598512812282	89.93183495390812	CAMK2B;GRIN2A;RASGRF1;CAMK2A;NEFL;GRIN2C;GRIA4;GRIN1
Amine ligand-binding receptors Homo sapiens R-HSA-375280	8/43	4.085557023201407E-5	0.0013578468930051733	0	0	7.336271025823264	74.1364475992649	HTR6;HRH1;CHRM1;HRH3;HRH2;ADRA1D;ADRA2C;HTR5A
Gastrin-CREB signalling pathway via PKC and MAPK Homo sapiens R-HSA-881907	29/432	6.913040913781655E-5	0.002169926731270353	0	0	2.347488339174405	22.48780175197009	CAMK2B;CHRM1;DAGLA;DGKB;RASGRF1;CAMK2A;PDGFA;RASAL1;ADRA1D;LPAR3;FGF1;FGF2;SPRED3;GRIN2A;HRH1;RASGEF1A;NEFL;TAC1;NTSR2;GPR4;CCK;KSR2;GRIN2C;DUSP8;GFRA2;AGT;GRIN1;CCKBR;TEK
Post NMDA receptor activation events Homo sapiens R-HSA-438064	7/35	7.660036408229905E-5	0.002277852931920998	0	0	8.01365894039735	75.94471435704075	CAMK2B;GRIN2A;RASGRF1;CAMK2A;NEFL;GRIN2C;GRIN1
GPCR ligand binding Homo sapiens R-HSA-500792	29/447	1.2530838737382058E-4	0.0034852452645613785	0	0	2.261460234466203	20.318615853964296	OPRD1;CHRM1;RAMP3;ADRA1D;LPAR3;FZD10;PTH1R;HTR6;HRH1;HRH3;HRH2;FFAR4;WNT1;TAC1;CCR10;NTSR2;WNT10B;GABBR2;FZD9;GPR4;CCK;GPR37L1;ADRA2C;HTR5A;SSTR3;AGT;APLN;ADCYAP1;CCKBR
Uptake and actions of bacterial toxins Homo sapiens R-HSA-5339562	6/27	1.3570866516876163E-4	0.0034852452645613785	0	0	9.14663518299882	81.45078756527218	STX1B;SV2C;SYT2;SV2B;SYT1;SV2A
Phase 1 - inactivation of fast Na+ channels Homo sapiens R-HSA-5576894	6/27	1.3570866516876163E-4	0.0034852452645613785	0	0	9.14663518299882	81.45078756527218	KCND1;KCNIP1;KCNIP4;CACNA2D3;CACNG2;CACNG3
Creatine metabolism Homo sapiens R-HSA-71288	4/10	1.563888794311018E-4	0.0038417268208075003	0	0	21.28830313014827	186.55290940317303	CKMT2;SLC6A7;SLC6A8;CKB
Ion channel transport Homo sapiens R-HSA-983712	17/203	1.741136609127048E-4	0.004098925767319925	0	0	2.9547355273161724	25.575606420685606	RYR1;GABRA2;CAMK2B;GABRA1;TTYH1;GABRA5;CAMK2A;ATP1A3;ATP1A2;GABRG2;ANO3;BEST1;UNC80;TRPM2;ATP13A4;FXYD7;SGK2
Toxicity of botulinum toxin type D (BoNT/D) Homo sapiens R-HSA-5250955	3/5	2.7097450742445174E-4	0.005888484488262124	0	0	47.8297697368421	392.8491350316911	SV2C;SV2B;SV2A
Toxicity of botulinum toxin type F (BoNT/F) Homo sapiens R-HSA-5250981	3/5	2.7097450742445174E-4	0.005888484488262124	0	0	47.8297697368421	392.8491350316911	SV2C;SV2B;SV2A
Inwardly rectifying K+ channels Homo sapiens R-HSA-1296065	6/31	3.042718895274803E-4	0.005928055778725048	0	0	7.681586776859504	62.20233168676083	KCNJ4;GABBR2;KCNJ12;KCNJ9;ABCC8;KCNJ16
Trafficking of AMPA receptors Homo sapiens R-HSA-399719	6/31	3.042718895274803E-4	0.005928055778725048	0	0	7.681586776859504	62.20233168676083	CAMK2B;PRKCG;CAMK2A;CACNG2;CACNG3;GRIA4
Glutamate Binding, Activation of AMPA Receptors and Synaptic Plasticity Homo sapiens R-HSA-399721	6/31	3.042718895274803E-4	0.005928055778725048	0	0	7.681586776859504	62.20233168676083	CAMK2B;PRKCG;CAMK2A;CACNG2;CACNG3;GRIA4
GABA A receptor activation Homo sapiens R-HSA-977441	4/13	4.94874949153373E-4	0.009320144875721859	0	0	14.190005491488193	108.00304720733037	GABRA2;GABRA1;GABRA5;GABRG2
Signalling to RAS Homo sapiens R-HSA-167044	18/246	5.906237403665345E-4	0.01076459397764813	0	0	2.550945238306559	18.96457226551556	CAMK2B;RASGRF1;CAMK2A;PDGFA;RASAL1;KSR2;GRIN2C;DUSP8;FGF1;GFRA2;FGF2;GRIN1;MAPK13;SPRED3;GRIN2A;RASGEF1A;NEFL;TEK
Signalling to ERKs Homo sapiens R-HSA-187687	18/253	8.188185447124856E-4	0.011612368630891594	0	0	2.474055469843206	17.584715550138334	CAMK2B;RASGRF1;CAMK2A;PDGFA;RASAL1;KSR2;GRIN2C;DUSP8;FGF1;GFRA2;FGF2;GRIN1;MAPK13;SPRED3;GRIN2A;RASGEF1A;NEFL;TEK
Activation of G protein gated Potassium channels Homo sapiens R-HSA-1296041	5/25	8.371976190705704E-4	0.011612368630891594	0	0	7.990511551155116	56.616373356757286	KCNJ4;GABBR2;KCNJ12;KCNJ9;KCNJ16
Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits Homo sapiens R-HSA-997272	5/25	8.371976190705704E-4	0.011612368630891594	0	0	7.990511551155116	56.616373356757286	KCNJ4;GABBR2;KCNJ12;KCNJ9;KCNJ16
G protein gated Potassium channels Homo sapiens R-HSA-1296059	5/25	8.371976190705704E-4	0.011612368630891594	0	0	7.990511551155116	56.616373356757286	KCNJ4;GABBR2;KCNJ12;KCNJ9;KCNJ16
Ion homeostasis Homo sapiens R-HSA-5578775	7/51	8.647453538222514E-4	0.011612368630891594	0	0	5.095386815171583	35.938147822580035	RYR1;CAMK2B;CAMK2A;ATP1A3;FXYD7;ATP1A2;SLC8A2
Defective CHST3 causes SEDCJD Homo sapiens R-HSA-3595172	3/7	9.058184247462913E-4	0.011612368630891594	0	0	23.912417763157894	167.54646048956607	BCAN;BGN;CSPG4
Defective CHSY1 causes TPBS Homo sapiens R-HSA-3595177	3/7	9.058184247462913E-4	0.011612368630891594	0	0	23.912417763157894	167.54646048956607	BCAN;BGN;CSPG4
Defective CHST14 causes EDS, musculocontractural type Homo sapiens R-HSA-3595174	3/7	9.058184247462913E-4	0.011612368630891594	0	0	23.912417763157894	167.54646048956607	BCAN;BGN;CSPG4
GRB2 events in EGFR signaling Homo sapiens R-HSA-179812	17/235	9.414379697703273E-4	0.011612368630891594	0	0	2.5168118493806566	17.537401924187503	CAMK2B;RASGRF1;CAMK2A;PDGFA;RASAL1;KSR2;GRIN2C;DUSP8;FGF1;GFRA2;FGF2;GRIN1;SPRED3;GRIN2A;RASGEF1A;NEFL;TEK
SHC1 events in EGFR signaling Homo sapiens R-HSA-180336	17/235	9.414379697703273E-4	0.011612368630891594	0	0	2.5168118493806566	17.537401924187503	CAMK2B;RASGRF1;CAMK2A;PDGFA;RASAL1;KSR2;GRIN2C;DUSP8;FGF1;GFRA2;FGF2;GRIN1;SPRED3;GRIN2A;RASGEF1A;NEFL;TEK
SOS-mediated signalling Homo sapiens R-HSA-112412	17/235	9.414379697703273E-4	0.011612368630891594	0	0	2.5168118493806566	17.537401924187503	CAMK2B;RASGRF1;CAMK2A;PDGFA;RASAL1;KSR2;GRIN2C;DUSP8;FGF1;GFRA2;FGF2;GRIN1;SPRED3;GRIN2A;RASGEF1A;NEFL;TEK
SHC1 events in ERBB4 signaling Homo sapiens R-HSA-1250347	17/235	9.414379697703273E-4	0.011612368630891594	0	0	2.5168118493806566	17.537401924187503	CAMK2B;RASGRF1;CAMK2A;PDGFA;RASAL1;KSR2;GRIN2C;DUSP8;FGF1;GFRA2;FGF2;GRIN1;SPRED3;GRIN2A;RASGEF1A;NEFL;TEK
RAF/MAP kinase cascade Homo sapiens R-HSA-5673001	17/235	9.414379697703273E-4	0.011612368630891594	0	0	2.5168118493806566	17.537401924187503	CAMK2B;RASGRF1;CAMK2A;PDGFA;RASAL1;KSR2;GRIN2C;DUSP8;FGF1;GFRA2;FGF2;GRIN1;SPRED3;GRIN2A;RASGEF1A;NEFL;TEK
FRS-mediated FGFR2 signaling Homo sapiens R-HSA-5654700	17/236	9.865375120049495E-4	0.011612368630891594	0	0	2.5051888750518887	17.339186828368696	CAMK2B;RASGRF1;CAMK2A;PDGFA;RASAL1;KSR2;GRIN2C;DUSP8;FGF1;GFRA2;FGF2;GRIN1;SPRED3;GRIN2A;RASGEF1A;NEFL;TEK
FRS-mediated FGFR4 signaling Homo sapiens R-HSA-5654712	17/236	9.865375120049495E-4	0.011612368630891594	0	0	2.5051888750518887	17.339186828368696	CAMK2B;RASGRF1;CAMK2A;PDGFA;RASAL1;KSR2;GRIN2C;DUSP8;FGF1;GFRA2;FGF2;GRIN1;SPRED3;GRIN2A;RASGEF1A;NEFL;TEK
FRS-mediated FGFR3 signaling Homo sapiens R-HSA-5654706	17/236	9.865375120049495E-4	0.011612368630891594	0	0	2.5051888750518887	17.339186828368696	CAMK2B;RASGRF1;CAMK2A;PDGFA;RASAL1;KSR2;GRIN2C;DUSP8;FGF1;GFRA2;FGF2;GRIN1;SPRED3;GRIN2A;RASGEF1A;NEFL;TEK
FRS-mediated FGFR1 signaling Homo sapiens R-HSA-5654693	17/236	9.865375120049495E-4	0.011612368630891594	0	0	2.5051888750518887	17.339186828368696	CAMK2B;RASGRF1;CAMK2A;PDGFA;RASAL1;KSR2;GRIN2C;DUSP8;FGF1;GFRA2;FGF2;GRIN1;SPRED3;GRIN2A;RASGEF1A;NEFL;TEK
Class A/1 (Rhodopsin-like receptors) Homo sapiens R-HSA-373076	21/323	0.0010078160024739713	0.011620735538730486	0	0	2.249562240431025	15.521911214506286	OPRD1;CHRM1;LPAR3;GPR4;ADRA1D;CCK;GPR37L1;ADRA2C;HTR5A;SSTR3;AGT;APLN;HTR6;HRH1;CCKBR;HRH3;HRH2;FFAR4;TAC1;CCR10;NTSR2
GABA B receptor activation Homo sapiens R-HSA-977444	6/39	0.0010963358645327563	0.01207851296441278	0	0	5.816979714500376	39.64726383884726	KCNJ4;GABBR2;KCNJ12;KCNJ9;KCNJ16;ADCY2
Activation of GABAB receptors Homo sapiens R-HSA-991365	6/39	0.0010963358645327563	0.01207851296441278	0	0	5.816979714500376	39.64726383884726	KCNJ4;GABBR2;KCNJ12;KCNJ9;KCNJ16;ADCY2
ARMS-mediated activation Homo sapiens R-HSA-170984	17/239	0.001133028649759075	0.01207851296441278	0	0	2.470948220948221	16.760098347129404	CAMK2B;RASGRF1;CAMK2A;PDGFA;RASAL1;KSR2;GRIN2C;DUSP8;FGF1;GFRA2;FGF2;GRIN1;SPRED3;GRIN2A;RASGEF1A;NEFL;TEK
Signalling to p38 via RIT and RIN Homo sapiens R-HSA-187706	17/239	0.001133028649759075	0.01207851296441278	0	0	2.470948220948221	16.760098347129404	CAMK2B;RASGRF1;CAMK2A;PDGFA;RASAL1;KSR2;GRIN2C;DUSP8;FGF1;GFRA2;FGF2;GRIN1;SPRED3;GRIN2A;RASGEF1A;NEFL;TEK
Frs2-mediated activation Homo sapiens R-HSA-170968	17/240	0.0011857904997782083	0.012406882081012736	0	0	2.4597393969591277	16.57211449765204	CAMK2B;RASGRF1;CAMK2A;PDGFA;RASAL1;KSR2;GRIN2C;DUSP8;FGF1;GFRA2;FGF2;GRIN1;SPRED3;GRIN2A;RASGEF1A;NEFL;TEK
MAPK1/MAPK3 signaling Homo sapiens R-HSA-5684996	17/241	0.0012406217183797716	0.012744568561537654	0	0	2.4486306517556518	16.386585592331976	CAMK2B;RASGRF1;CAMK2A;PDGFA;RASAL1;KSR2;GRIN2C;DUSP8;FGF1;GFRA2;FGF2;GRIN1;SPRED3;GRIN2A;RASGEF1A;NEFL;TEK
Prolonged ERK activation events Homo sapiens R-HSA-169893	17/242	0.0012975864951374697	0.013091720888440543	0	0	2.4376206509539844	16.203472122395713	CAMK2B;RASGRF1;CAMK2A;PDGFA;RASAL1;KSR2;GRIN2C;DUSP8;FGF1;GFRA2;FGF2;GRIN1;SPRED3;GRIN2A;RASGEF1A;NEFL;TEK
Signaling by Leptin Homo sapiens R-HSA-2586552	17/243	0.001356750371359686	0.01344849052312671	0	0	2.4267080837877297	16.0227353643285	CAMK2B;RASGRF1;CAMK2A;PDGFA;RASAL1;KSR2;GRIN2C;DUSP8;FGF1;GFRA2;FGF2;GRIN1;SPRED3;GRIN2A;RASGEF1A;NEFL;TEK
NCAM signaling for neurite out-growth Homo sapiens R-HSA-375165	18/266	0.001445795091778121	0.014084038394045489	0	0	2.342775934287113	15.319636441427825	CAMK2B;RASGRF1;CAMK2A;PDGFA;RASAL1;KSR2;GRIN2C;DUSP8;FGF1;GFRA2;FGF2;GRIN1;SPRED3;GRIN2A;RASGEF1A;NEFL;CNTN2;TEK
Interleukin receptor SHC signaling Homo sapiens R-HSA-912526	17/245	0.001481944395964234	0.01419150141897953	0	0	2.4051701222753854	15.668240899729705	CAMK2B;RASGRF1;CAMK2A;PDGFA;RASAL1;KSR2;GRIN2C;DUSP8;FGF1;GFRA2;FGF2;GRIN1;SPRED3;GRIN2A;RASGEF1A;NEFL;TEK
SLC-mediated transmembrane transport Homo sapiens R-HSA-425407	18/268	0.0015714278531036132	0.014797612283392356	0	0	2.3237908937605396	15.001860961197606	SLC24A2;SLC14A1;SLC24A4;SLC15A2;SLC12A5;SLC32A1;SLC12A1;SLC1A2;SLC5A11;SLC2A5;SLC2A6;SLC8A2;SLC6A7;HEPH;SLCO4A1;SLCO2B1;APOD;EMB
VEGFR2 mediated cell proliferation Homo sapiens R-HSA-5218921	17/248	0.0016879457967656263	0.015634252052009488	0	0	2.373562464471555	15.15339953520489	CAMK2B;RASGRF1;CAMK2A;PDGFA;RASAL1;KSR2;GRIN2C;DUSP8;FGF1;GFRA2;FGF2;GRIN1;SPRED3;GRIN2A;RASGEF1A;NEFL;TEK
Signaling by PDGF Homo sapiens R-HSA-186797	22/364	0.001962898002429401	0.01788769953826793	0	0	2.080213266613052	12.966662678060855	PRKCG;CAMK2B;RASGRF1;CAMK2A;PDGFA;ADCY2;PLAT;RASAL1;KSR2;GRIN2C;DUSP8;FGF1;THBS2;GFRA2;FGF2;THBS4;GRIN1;SPRED3;GRIN2A;RASGEF1A;NEFL;TEK
Interleukin-2 signaling Homo sapiens R-HSA-451927	17/252	0.001999677620518974	0.01793361675544794	0	0	2.332674260333835	14.497032382717553	CAMK2B;RASGRF1;CAMK2A;PDGFA;RASAL1;KSR2;GRIN2C;DUSP8;FGF1;GFRA2;FGF2;GRIN1;SPRED3;GRIN2A;RASGEF1A;NEFL;TEK
Phase 0 - rapid depolarisation Homo sapiens R-HSA-5576892	6/44	0.0020854467723001365	0.018410584786712144	0	0	5.050282731622445	31.174244683286418	CAMK2B;CAMK2A;CACNA2D3;CACNG2;CACNG3;SCN2B
Signaling by GPCR Homo sapiens R-HSA-372790	58/1293	0.0021533054039224744	0.018717193126403044	0	0	1.5417296893645995	9.467378471268244	CHRM1;DAGLA;VIPR2;DGKB;RASGRF1;ADRA1D;FZD10;PTH1R;FGF1;FGF2;RGS4;SPRED3;HTR6;RASGEF1A;FFAR4;NEFL;PDE8B;PRKCG;KSR2;GPR37L1;DUSP8;ADRA2C;GFRA2;SSTR3;ADCYAP1;CCKBR;OR2L13;NGEF;OPRD1;CAMK2B;RAMP3;CAMK2A;PDGFA;ADCY2;GPR83;RASAL1;LPAR3;GRIN2A;HRH1;HRH3;HRH2;TAC1;WNT1;CCR10;NTSR2;WNT10B;GABBR2;MCF2;FZD9;GPR4;CCK;GRIN2C;HTR5A;AGT;APLN;GRIN1;PPP1R1B;TEK
GABA synthesis, release, reuptake and degradation Homo sapiens R-HSA-888590	4/19	0.0023188959326427426	0.01955486868571865	0	0	8.511367380560133	51.6356069097943	RIMS1;SLC32A1;SYT1;GAD2
Phase 4 - resting membrane potential Homo sapiens R-HSA-5576886	4/19	0.0023188959326427426	0.01955486868571865	0	0	8.511367380560133	51.6356069097943	KCNJ4;KCNJ12;KCNK3;KCNK4
Signaling by VEGF Homo sapiens R-HSA-194138	20/328	0.002785984704464465	0.02314825526503563	0	0	2.0964906497901423	12.333977129589522	CAMK2B;FLT1;RASGRF1;CAMK2A;PDGFA;RASAL1;KSR2;GRIN2C;DUSP8;FGF1;GFRA2;FGF2;GRIN1;MAPK13;SPRED3;GRIN2A;RASGEF1A;AXL;NEFL;TEK
Interleukin-3, 5 and GM-CSF signaling Homo sapiens R-HSA-512988	17/261	0.002880721487969449	0.02358851653192375	0	0	2.2455773582822762	13.13598643261014	CAMK2B;RASGRF1;CAMK2A;PDGFA;RASAL1;KSR2;GRIN2C;DUSP8;FGF1;GFRA2;FGF2;GRIN1;SPRED3;GRIN2A;RASGEF1A;NEFL;TEK
Signaling by ERBB4 Homo sapiens R-HSA-1236394	20/330	0.0029853589156752024	0.024096111247949848	0	0	2.082746574968615	12.109162107006448	CAMK2B;RASGRF1;CAMK2A;PDGFA;RASAL1;KSR2;GRIN2C;DUSP8;FGF1;S100B;GFRA2;FGF2;GRIN1;GFAP;SPRED3;GRIN2A;RASGEF1A;NEFL;PGR;TEK
Signalling by NGF Homo sapiens R-HSA-166520	25/450	0.003124585404685879	0.02486465850207777	0	0	1.9036338084721944	10.981023438518045	CAMK2B;RASGRF1;CAMK2A;PDGFA;ADCY2;RASAL1;FGF1;FGF2;SPRED3;GRIN2A;RASGEF1A;NEFL;PRKCG;MCF2;OMG;KSR2;GRIN2C;DUSP8;GFRA2;GRIN1;MAPK13;ADCYAP1;MAG;TEK;NGEF
Dermatan sulfate biosynthesis Homo sapiens R-HSA-2022923	3/11	0.003897003032791918	0.03016173580174567	0	0	11.95374177631579	66.31395000069021	BCAN;BGN;CSPG4
Sodium/Calcium exchangers Homo sapiens R-HSA-425561	3/11	0.003897003032791918	0.03016173580174567	0	0	11.95374177631579	66.31395000069021	SLC24A2;SLC24A4;SLC8A2
SALM protein interactions at the synapse Homo sapiens R-HSA-8849932	4/22	0.004070252042916157	0.03107692438172471	0	0	7.091707852828116	39.03311712093363	GRIN2A;GRIN2C;GRIN1;GRIA4
Neurotransmitter Release Cycle Homo sapiens R-HSA-112310	6/51	0.004445945980309158	0.03349279305166233	0	0	4.263140495867769	23.088156914436286	RIMS1;SLC32A1;SYT1;SLC1A2;GAD2;SYN2
VEGFA-VEGFR2 Pathway Homo sapiens R-HSA-4420097	19/320	0.004668808873780249	0.034708908074813694	0	0	2.0352877794738258	10.923086863071589	CAMK2B;RASGRF1;CAMK2A;PDGFA;RASAL1;KSR2;GRIN2C;DUSP8;FGF1;GFRA2;FGF2;GRIN1;MAPK13;SPRED3;GRIN2A;RASGEF1A;AXL;NEFL;TEK
Axon guidance Homo sapiens R-HSA-422475	27/515	0.004782744864686618	0.03509416686425895	0	0	1.7906713170896025	9.5670924506013	CAMK2B;CNTNAP1;EPHA10;RASGRF1;CAMK2A;AGAP2;PDGFA;RASAL1;FGF1;FGF2;SPRED3;GRIN2A;RASGEF1A;NEFL;MYH11;UNC5A;KSR2;GRIN2C;DUSP8;GFRA2;GRIN1;PLXNB3;CNTN2;TEK;MYL9;NGEF;SCN2B
Diseases of glycosylation Homo sapiens R-HSA-3781865	8/88	0.005464932536762404	0.03958572927270203	0	0	3.2021558872305143	16.681322092983258	ADAMTS4;BCAN;SPON1;BGN;PRELP;CSPG4;ADAMTS8;THBS2
NGF signalling via TRKA from the plasma membrane Homo sapiens R-HSA-187037	21/374	0.005723442754203289	0.04093348298892226	0	0	1.9194123013396072	9.91028037034556	PRKCG;CAMK2B;RASGRF1;CAMK2A;PDGFA;ADCY2;RASAL1;KSR2;GRIN2C;DUSP8;FGF1;GFRA2;FGF2;GRIN1;MAPK13;SPRED3;ADCYAP1;GRIN2A;RASGEF1A;NEFL;TEK
Downstream signaling of activated FGFR2 Homo sapiens R-HSA-5654696	19/329	0.006244637338422575	0.04302707434400921	0	0	1.9752670008718396	10.026518918592558	PRKCG;CAMK2B;RASGRF1;CAMK2A;PDGFA;ADCY2;RASAL1;KSR2;GRIN2C;DUSP8;FGF1;GFRA2;FGF2;GRIN1;SPRED3;GRIN2A;RASGEF1A;NEFL;TEK
Downstream signaling of activated FGFR4 Homo sapiens R-HSA-5654716	19/329	0.006244637338422575	0.04302707434400921	0	0	1.9752670008718396	10.026518918592558	PRKCG;CAMK2B;RASGRF1;CAMK2A;PDGFA;ADCY2;RASAL1;KSR2;GRIN2C;DUSP8;FGF1;GFRA2;FGF2;GRIN1;SPRED3;GRIN2A;RASGEF1A;NEFL;TEK
Downstream signaling of activated FGFR3 Homo sapiens R-HSA-5654708	19/329	0.006244637338422575	0.04302707434400921	0	0	1.9752670008718396	10.026518918592558	PRKCG;CAMK2B;RASGRF1;CAMK2A;PDGFA;ADCY2;RASAL1;KSR2;GRIN2C;DUSP8;FGF1;GFRA2;FGF2;GRIN1;SPRED3;GRIN2A;RASGEF1A;NEFL;TEK
Developmental Biology Homo sapiens R-HSA-1266738	37/786	0.006337378519171573	0.04313998630520408	0	0	1.604183045454334	8.119235732571019	CAMK2B;CNTNAP1;EPHA10;RASGRF1;CAMK2A;AGAP2;PDGFA;RASAL1;FGF1;FGF2;SPRED3;GRIN2A;RASGEF1A;NEFL;MYH11;CACNG2;WNT1;CACNG3;NKX2-2;LGI1;WNT10B;UNC5A;LGI4;LGI3;GDF1;KSR2;GRIN2C;DUSP8;GFRA2;GRIN1;STX1B;PLXNB3;CNTN2;TEK;MYL9;NGEF;SCN2B
Ion transport by P-type ATPases Homo sapiens R-HSA-936837	6/55	0.006461088365740169	0.04345851103146661	0	0	3.9143194467869793	19.735832283158253	CAMK2B;CAMK2A;ATP13A4;ATP1A3;FXYD7;ATP1A2
MAPK family signaling cascades Homo sapiens R-HSA-5683057	17/284	0.00667288873862363	0.043839327178166874	0	0	2.049672757537926	10.268250570707464	CAMK2B;RASGRF1;CAMK2A;PDGFA;RASAL1;KSR2;GRIN2C;DUSP8;FGF1;GFRA2;FGF2;GRIN1;SPRED3;GRIN2A;RASGEF1A;NEFL;TEK
